,binaryClass_cat,Sex_cat,Length_num,Diameter_num,Height_num,Whole weight_num,Shucked weight_num,Viscera weight_num,Shell weight_num
3471,P,F,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375
3472,P,I,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014
3473,P,I,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013
3474,P,I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06
3475,P,I,0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765
3476,P,I,0.4,0.29,0.1,0.258,0.104,0.059,0.0815
3477,P,I,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075
3478,P,I,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1
3479,P,I,0.44,0.33,0.11,0.38,0.197,0.079,0.09
3480,P,I,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12
3481,P,I,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109
3482,P,I,0.47,0.355,0.145,0.4485,0.156,0.102,0.123
3483,P,I,0.47,0.355,0.115,0.4155,0.167,0.084,0.139
3484,P,I,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845
3485,P,I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128
3486,P,F,0.505,0.475,0.16,1.1155,0.509,0.239,0.3065
3487,P,I,0.51,0.405,0.13,0.599,0.3065,0.1155,0.1485
3488,P,I,0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535
3489,P,F,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183
3490,N,M,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185
3491,P,M,0.55,0.44,0.16,0.985,0.4645,0.201,0.27
3492,P,M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23
3493,P,M,0.555,0.44,0.15,0.838,0.4155,0.146,0.23
3494,P,F,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215
3495,P,M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955
3496,P,M,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225
3497,P,F,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22
3498,N,M,0.59,0.46,0.145,0.929,0.38,0.24,0.255
3499,P,F,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289
3500,P,M,0.6,0.41,0.145,0.939,0.4475,0.196,0.268
3501,N,M,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335
3502,N,M,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325
3503,N,F,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348
3504,N,F,0.62,0.51,0.18,1.233,0.592,0.274,0.322
3505,N,M,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135
3506,P,M,0.625,0.47,0.175,1.179,0.605,0.258,0.271
3507,N,F,0.64,0.5,0.165,1.1635,0.554,0.239,0.32
3508,P,F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288
3509,N,F,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355
3510,P,M,0.65,0.505,0.18,1.469,0.7115,0.3335,0.38
3511,N,M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355
3512,N,F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385
3513,P,F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085
3514,N,M,0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43
3515,N,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42
3516,N,F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461
3517,N,F,0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398
3518,N,M,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535
3519,N,M,0.715,0.545,0.18,1.7405,0.871,0.347,0.449
3520,N,F,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468
3521,P,I,0.215,0.15,0.055,0.041,0.015,0.009,0.0125
3522,P,I,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02
3523,P,I,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305
3524,P,I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038
3525,P,I,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505
3526,P,I,0.335,0.26,0.085,0.192,0.097,0.03,0.054
3527,P,I,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575
3528,P,I,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056
3529,P,I,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054
3530,P,I,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585
3531,P,I,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625
3532,P,I,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775
3533,P,I,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087
3534,P,I,0.4,0.315,0.09,0.33,0.151,0.068,0.08
3535,P,I,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08
3536,P,I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065
3537,P,I,0.43,0.325,0.105,0.309,0.119,0.08,0.098
3538,P,M,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315
3539,P,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125
3540,P,I,0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12
3541,P,I,0.45,0.35,0.11,0.514,0.253,0.1045,0.14
3542,P,I,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205
3543,P,I,0.46,0.34,0.09,0.384,0.1795,0.068,0.11
3544,P,I,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142
3545,P,I,0.475,0.36,0.135,0.4355,0.196,0.0925,0.125
3546,P,I,0.475,0.35,0.115,0.498,0.2375,0.099,0.14
3547,P,I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15
3548,P,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375
3549,P,I,0.5,0.365,0.125,0.528,0.229,0.103,0.1645
3550,P,M,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535
3551,P,I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855
3552,P,I,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16
3553,P,I,0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19
3554,P,I,0.53,0.42,0.13,0.658,0.296,0.1245,0.198
3555,P,M,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365
3556,P,I,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975
3557,P,I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2
3558,N,I,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425
3559,N,F,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308
3560,N,M,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277
3561,P,I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365
3562,P,F,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223
3563,P,I,0.575,0.455,0.155,0.8725,0.349,0.2095,0.285
3564,P,I,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965
3565,P,F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271
3566,P,M,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575
3567,N,I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27
3568,N,I,0.58,0.46,0.14,0.8295,0.3915,0.165,0.238
3569,N,I,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445
3570,P,M,0.58,0.47,0.165,1.041,0.54,0.166,0.279
3571,P,F,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259
3572,P,F,0.585,0.46,0.165,1.058,0.486,0.25,0.294
3573,N,F,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425
3574,P,F,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205
3575,P,M,0.6,0.47,0.15,0.928,0.4225,0.183,0.275
3576,N,F,0.6,0.475,0.155,1.059,0.441,0.19,0.39
3577,N,M,0.6,0.475,0.23,1.157,0.522,0.2235,0.36
3578,N,F,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31
3579,P,F,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239
3580,N,F,0.62,0.48,0.165,1.043,0.4835,0.221,0.31
3581,P,M,0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29
3582,N,F,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319
3583,P,F,0.625,0.5,0.175,1.273,0.564,0.302,0.374
3584,N,M,0.625,0.49,0.165,1.1835,0.517,0.2375,0.39
3585,P,M,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302
3586,N,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325
3587,N,M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365
3588,N,M,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369
3589,N,M,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115
3590,N,F,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432
3591,P,F,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095
3592,N,M,0.655,0.525,0.16,1.46,0.686,0.311,0.405
3593,P,F,0.655,0.53,0.165,1.2835,0.583,0.1255,0.4
3594,N,F,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335
3595,N,M,0.66,0.515,0.2,1.6465,0.749,0.422,0.401
3596,N,M,0.675,0.515,0.145,1.265,0.6025,0.299,0.325
3597,N,M,0.685,0.53,0.17,1.56,0.647,0.383,0.465
3598,N,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445
3599,N,M,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195
3600,P,I,0.175,0.125,0.04,0.028,0.0095,0.008,0.009
3601,P,I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675
3602,P,I,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077
3603,P,I,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025
3604,P,I,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126
3605,P,I,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395
3606,P,F,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148
3607,P,M,0.515,0.39,0.14,0.678,0.341,0.1325,0.119
3608,P,M,0.545,0.43,0.155,0.8035,0.409,0.144,0.228
3609,P,F,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065
3610,P,M,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215
3611,N,F,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27
3612,N,M,0.6,0.46,0.18,1.14,0.423,0.2575,0.365
3613,N,F,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045
3614,N,M,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31
3615,P,M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285
3616,N,M,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371
3617,P,M,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228
3618,N,M,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38
3619,N,F,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32
3620,P,F,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315
3621,P,F,0.655,0.455,0.17,1.275,0.583,0.303,0.333
3622,N,M,0.655,0.505,0.165,1.27,0.6035,0.262,0.335
3623,N,M,0.66,0.53,0.175,1.583,0.7395,0.3505,0.405
3624,P,F,0.665,0.5,0.175,1.4355,0.643,0.345,0.37
3625,N,F,0.67,0.525,0.195,1.42,0.573,0.368,0.3905
3626,N,M,0.69,0.53,0.19,1.5955,0.678,0.331,0.48
3627,N,M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305
3628,N,F,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675
3629,P,I,0.27,0.205,0.05,0.084,0.03,0.0185,0.029
3630,P,I,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035
3631,P,I,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365
3632,P,I,0.3,0.225,0.075,0.1345,0.057,0.028,0.044
3633,P,I,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035
3634,P,I,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055
3635,P,I,0.37,0.275,0.095,0.257,0.1015,0.055,0.0825
3636,P,I,0.39,0.29,0.09,0.2745,0.135,0.0455,0.078
3637,P,I,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105
3638,P,I,0.44,0.34,0.105,0.344,0.123,0.081,0.125
3639,P,I,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1
3640,P,I,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13
3641,P,I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455
3642,P,I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14
3643,P,I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125
3644,P,I,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127
3645,P,I,0.475,0.335,0.1,0.4425,0.1895,0.086,0.135
3646,P,I,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355
3647,P,I,0.485,0.365,0.125,0.426,0.163,0.0965,0.151
3648,P,I,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745
3649,P,I,0.515,0.405,0.13,0.573,0.213,0.134,0.195
3650,P,I,0.52,0.415,0.14,0.6385,0.2945,0.1405,0.171
3651,N,I,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168
3652,N,F,0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225
3653,P,I,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215
3654,P,I,0.53,0.42,0.14,0.6765,0.256,0.1855,0.208
3655,P,M,0.53,0.41,0.125,0.769,0.346,0.173,0.215
3656,N,I,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195
3657,P,M,0.535,0.405,0.14,0.7315,0.336,0.156,0.19
3658,N,I,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595
3659,P,M,0.545,0.41,0.14,0.737,0.349,0.15,0.212
3660,N,F,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205
3661,N,I,0.55,0.415,0.15,0.7915,0.3535,0.176,0.236
3662,P,I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24
3663,P,I,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221
3664,P,I,0.555,0.43,0.15,0.783,0.345,0.1755,0.247
3665,P,I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217
3666,P,I,0.575,0.44,0.15,0.983,0.486,0.215,0.239
3667,N,F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32
3668,N,F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845
3669,P,I,0.585,0.46,0.14,0.7635,0.326,0.153,0.265
3670,P,M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28
3671,N,I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287
3672,N,F,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575
3673,N,F,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085
3674,N,F,0.595,0.45,0.165,1.081,0.49,0.2525,0.279
3675,N,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305
3676,N,F,0.6,0.5,0.16,1.122,0.5095,0.256,0.309
3677,N,M,0.605,0.49,0.165,1.1245,0.492,0.222,0.3555
3678,N,F,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35
3679,N,M,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935
3680,P,F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317
3681,N,M,0.615,0.47,0.175,1.242,0.5675,0.287,0.317
3682,N,M,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332
3683,N,M,0.62,0.525,0.155,1.085,0.454,0.1965,0.35
3684,N,I,0.62,0.47,0.155,0.966,0.447,0.171,0.284
3685,N,M,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305
3686,N,F,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605
3687,N,I,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315
3688,N,I,0.63,0.49,0.17,1.217,0.5515,0.212,0.31
3689,P,F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375
3690,N,M,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405
3691,N,M,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425
3692,N,M,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36
3693,N,M,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399
3694,N,M,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32
3695,N,F,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825
3696,N,M,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355
3697,N,M,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385
3698,N,F,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885
3699,N,M,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4
3700,N,F,0.66,0.53,0.17,1.431,0.622,0.309,0.398
3701,N,M,0.66,0.51,0.18,1.261,0.5,0.2335,0.339
3702,N,F,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47
3703,N,F,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358
3704,N,M,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315
3705,P,F,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165
3706,N,F,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4
3707,N,M,0.675,0.51,0.17,1.527,0.809,0.318,0.341
3708,P,F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425
3709,N,M,0.685,0.55,0.19,1.885,0.89,0.41,0.4895
3710,N,M,0.685,0.535,0.175,1.432,0.637,0.247,0.46
3711,N,M,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462
3712,N,F,0.705,0.53,0.17,1.564,0.612,0.394,0.44
3713,N,M,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434
3714,N,F,0.725,0.56,0.185,1.792,0.873,0.367,0.435
3715,N,M,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745
3716,P,I,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465
3717,P,I,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255
3718,P,I,0.36,0.25,0.115,0.465,0.21,0.1055,0.128
3719,P,I,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067
3720,P,F,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164
3721,P,M,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184
3722,P,I,0.465,0.36,0.105,0.452,0.22,0.159,0.1035
3723,P,I,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325
3724,P,F,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273
3725,P,M,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475
3726,P,I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455
3727,P,M,0.505,0.4,0.15,0.775,0.3445,0.157,0.185
3728,N,I,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255
3729,P,M,0.51,0.38,0.135,0.681,0.3435,0.142,0.17
3730,P,M,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146
3731,P,F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311
3732,N,F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095
3733,N,M,0.605,0.455,0.16,1.1215,0.533,0.273,0.271
3734,N,M,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345
3735,P,M,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283
3736,N,M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375
3737,P,M,0.625,0.47,0.15,1.124,0.556,0.2315,0.287
3738,P,F,0.635,0.505,0.17,1.2635,0.512,0.322,0.355
3739,P,F,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005
3740,N,F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235
3741,N,F,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407
3742,N,F,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525
3743,N,F,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516
3744,P,I,0.275,0.205,0.065,0.101,0.041,0.021,0.034
3745,P,I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034
3746,P,I,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615
3747,P,I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086
3748,P,I,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091
3749,P,I,0.43,0.33,0.095,0.32,0.118,0.065,0.123
3750,P,I,0.435,0.375,0.11,0.4155,0.17,0.076,0.145
3751,P,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11
3752,P,I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435
3753,P,I,0.475,0.36,0.11,0.452,0.191,0.099,0.13
3754,P,I,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465
3755,P,I,0.51,0.395,0.105,0.5525,0.234,0.127,0.165
3756,P,I,0.515,0.39,0.12,0.565,0.235,0.135,0.179
3757,N,I,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945
3758,P,I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21
3759,P,M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595
3760,P,M,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22
3761,N,M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825
3762,P,I,0.53,0.395,0.115,0.475,0.2025,0.101,0.148
3763,N,I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895
3764,N,I,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22
3765,P,I,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265
3766,N,F,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735
3767,N,M,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275
3768,P,M,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695
3769,P,F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245
3770,P,I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21
3771,N,I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26
3772,P,M,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235
3773,P,F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985
3774,P,I,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255
3775,P,M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445
3776,N,F,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875
3777,P,M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265
3778,P,I,0.59,0.45,0.125,0.86,0.437,0.1515,0.245
3779,N,M,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314
3780,N,M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33
3781,N,M,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655
3782,N,F,0.62,0.5,0.175,1.107,0.4895,0.24,0.343
3783,N,I,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306
3784,N,M,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175
3785,P,M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345
3786,N,M,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335
3787,N,M,0.63,0.49,0.16,1.09,0.407,0.224,0.354
3788,P,F,0.63,0.475,0.15,1.072,0.433,0.2975,0.315
3789,N,F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342
3790,N,F,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39
3791,N,F,0.65,0.495,0.175,1.227,0.528,0.258,0.37
3792,N,F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45
3793,N,F,0.665,0.525,0.18,1.5785,0.678,0.229,0.456
3794,N,M,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374
3795,N,M,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512
3796,N,F,0.675,0.54,0.21,1.593,0.686,0.318,0.45
3797,N,M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295
3798,N,F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465
3799,N,F,0.705,0.56,0.17,1.4575,0.607,0.318,0.44
3800,N,M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488
3801,P,I,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014
3802,P,I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05
3803,P,I,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355
3804,P,I,0.355,0.27,0.1,0.2255,0.11,0.042,0.064
3805,P,M,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975
3806,P,I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1
3807,P,F,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325
3808,N,M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175
3809,P,F,0.52,0.375,0.135,0.5375,0.221,0.117,0.17
3810,P,I,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175
3811,P,M,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24
3812,N,F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344
3813,P,I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07
3814,P,I,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21
3815,P,I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965
3816,P,M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395
3817,P,M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153
3818,P,M,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245
3819,P,M,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515
3820,N,M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735
3821,N,M,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305
3822,P,F,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356
3823,P,F,0.615,0.455,0.135,1.059,0.4735,0.263,0.274
3824,P,M,0.62,0.46,0.17,1.127,0.535,0.2635,0.296
3825,N,M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945
3826,N,F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575
3827,N,M,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285
3828,N,M,0.68,0.52,0.175,1.543,0.7525,0.351,0.374
3829,N,F,0.71,0.555,0.17,1.47,0.5375,0.38,0.431
3830,N,M,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235
3831,N,F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275
3832,N,F,0.46,0.365,0.115,0.4485,0.165,0.083,0.17
3833,N,M,0.535,0.41,0.15,0.8105,0.345,0.187,0.24
3834,P,M,0.335,0.26,0.075,0.22,0.0855,0.04,0.085
3835,P,F,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175
3836,P,M,0.41,0.325,0.1,0.3555,0.146,0.072,0.105
3837,P,I,0.17,0.105,0.035,0.034,0.012,0.0085,0.005
3838,P,I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055
3839,P,M,0.52,0.425,0.125,0.79,0.372,0.205,0.19
3840,P,F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245
3841,N,M,0.5,0.42,0.125,0.62,0.255,0.15,0.205
3842,P,F,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32
3843,N,M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27
3844,N,M,0.57,0.45,0.155,0.91,0.326,0.1895,0.355
3845,N,M,0.455,0.35,0.105,0.416,0.1625,0.097,0.145
3846,P,I,0.37,0.275,0.085,0.2045,0.096,0.056,0.08
3847,P,M,0.445,0.37,0.125,0.515,0.2495,0.087,0.159
3848,N,F,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453
