,spore-print-color_cat,veil-color_cat,cap-color_cat,stalk-surface-below-ring_cat,ring-type_cat,veil-type_cat,stalk-shape_cat,bruises%3F_cat,cap-surface_cat,ring-number_cat,gill-attachment_cat,gill-spacing_cat
6484,w,w,e,k,e,p,t,f,y,o,f,c
6485,w,w,e,s,e,p,t,f,s,o,f,c
6486,w,w,e,k,e,p,t,f,s,o,f,c
6487,w,w,n,k,e,p,t,f,y,o,f,c
6488,w,w,n,k,e,p,t,f,s,o,f,c
6489,w,w,e,k,e,p,t,f,s,o,f,c
6490,w,w,n,k,e,p,t,f,y,o,f,c
6491,w,w,n,k,e,p,t,f,s,o,f,c
6492,w,w,n,s,e,p,t,f,y,o,f,c
6493,w,w,e,k,e,p,t,f,s,o,f,c
6494,w,w,e,k,e,p,t,f,y,o,f,c
6495,w,w,n,s,e,p,t,f,y,o,f,c
6496,w,w,e,k,e,p,t,f,s,o,f,c
6497,w,w,e,k,e,p,t,f,s,o,f,c
6498,w,w,n,k,e,p,t,f,y,o,f,c
6499,w,w,e,s,e,p,t,f,s,o,f,c
6500,w,w,n,s,e,p,t,f,s,o,f,c
6501,w,w,e,s,e,p,t,f,y,o,f,c
6502,w,w,e,k,e,p,t,f,y,o,f,c
6503,w,w,e,k,e,p,t,f,s,o,f,c
6504,w,w,e,s,e,p,t,f,y,o,f,c
6505,w,w,n,s,e,p,t,f,y,o,f,c
6506,w,w,e,s,e,p,t,f,y,o,f,c
6507,w,w,n,k,e,p,t,f,s,o,f,c
6508,w,w,e,s,e,p,t,f,y,o,f,c
6509,w,w,w,s,p,p,e,f,f,t,f,w
6510,w,w,e,s,e,p,t,f,s,o,f,c
6511,w,w,e,s,e,p,t,f,s,o,f,c
6512,w,w,n,k,e,p,t,f,y,o,f,c
6513,w,w,e,s,e,p,t,f,s,o,f,c
6514,w,w,n,k,e,p,t,f,s,o,f,c
6515,w,w,n,s,e,p,t,f,s,o,f,c
6516,w,w,n,k,e,p,t,f,s,o,f,c
6517,w,w,g,k,p,p,e,f,f,t,f,w
6518,w,w,e,s,e,p,t,f,y,o,f,c
6519,w,w,e,k,e,p,t,f,y,o,f,c
6520,w,w,e,s,e,p,t,f,y,o,f,c
6521,w,w,n,k,e,p,t,f,s,o,f,c
6522,w,w,e,s,e,p,t,f,s,o,f,c
6523,w,w,e,s,e,p,t,f,y,o,f,c
6524,w,w,e,k,e,p,t,f,y,o,f,c
6525,w,w,n,k,e,p,t,f,s,o,f,c
6526,w,w,n,s,e,p,t,f,s,o,f,c
6527,w,w,e,s,e,p,t,f,s,o,f,c
6528,w,w,n,k,e,p,t,f,y,o,f,c
6529,w,w,n,s,e,p,t,f,s,o,f,c
6530,w,w,w,k,p,p,e,f,f,t,f,w
6531,w,w,n,k,e,p,t,f,y,o,f,c
6532,w,w,e,k,e,p,t,f,s,o,f,c
6533,w,w,e,s,e,p,t,f,y,o,f,c
6534,w,w,n,s,e,p,t,f,s,o,f,c
6535,w,w,n,s,e,p,t,f,s,o,f,c
6536,w,w,e,s,e,p,t,f,y,o,f,c
6537,w,w,n,s,e,p,t,f,y,o,f,c
6538,w,w,e,s,e,p,t,f,y,o,f,c
6539,w,w,e,k,e,p,t,f,s,o,f,c
6540,w,w,e,k,e,p,t,f,s,o,f,c
6541,w,w,n,s,e,p,t,f,s,o,f,c
6542,w,w,n,k,e,p,t,f,y,o,f,c
6543,w,w,e,k,e,p,t,f,y,o,f,c
6544,w,w,n,s,e,p,t,f,y,o,f,c
6545,w,w,n,s,e,p,t,f,y,o,f,c
6546,w,w,n,k,e,p,t,f,s,o,f,c
6547,w,w,e,s,e,p,t,f,y,o,f,c
6548,w,w,e,s,e,p,t,f,y,o,f,c
6549,w,w,e,s,e,p,t,f,y,o,f,c
6550,w,w,e,k,e,p,t,f,s,o,f,c
6551,w,w,e,s,e,p,t,f,y,o,f,c
6552,w,w,n,s,e,p,t,f,y,o,f,c
6553,w,w,n,k,e,p,t,f,s,o,f,c
6554,w,w,e,k,e,p,t,f,s,o,f,c
6555,w,w,e,k,e,p,t,f,s,o,f,c
6556,w,w,e,s,e,p,t,f,y,o,f,c
6557,w,w,n,k,e,p,t,f,s,o,f,c
6558,b,o,n,s,p,p,e,f,s,o,a,c
6559,w,w,n,s,e,p,t,f,s,o,f,c
6560,w,w,n,s,e,p,t,f,s,o,f,c
6561,w,w,n,k,e,p,t,f,s,o,f,c
6562,w,w,n,s,e,p,t,f,s,o,f,c
6563,w,w,n,s,e,p,t,f,s,o,f,c
6564,w,w,n,k,e,p,t,f,s,o,f,c
6565,w,w,e,s,e,p,t,f,y,o,f,c
6566,w,w,e,k,e,p,t,f,y,o,f,c
6567,w,w,n,s,e,p,t,f,s,o,f,c
6568,w,w,e,k,e,p,t,f,s,o,f,c
6569,w,w,n,k,e,p,t,f,s,o,f,c
6570,w,w,e,s,e,p,t,f,s,o,f,c
6571,w,w,e,k,e,p,t,f,s,o,f,c
6572,w,w,e,s,e,p,t,f,y,o,f,c
6573,w,w,e,k,e,p,t,f,s,o,f,c
6574,w,w,e,s,e,p,t,f,s,o,f,c
6575,w,w,e,s,e,p,t,f,y,o,f,c
6576,w,w,n,s,e,p,t,f,s,o,f,c
6577,w,w,n,k,e,p,t,f,s,o,f,c
6578,w,w,n,s,e,p,t,f,s,o,f,c
6579,w,w,e,k,e,p,t,f,y,o,f,c
6580,w,w,e,k,e,p,t,f,s,o,f,c
6581,w,w,n,s,e,p,t,f,y,o,f,c
6582,w,w,e,s,e,p,t,f,y,o,f,c
6583,w,w,n,s,e,p,t,f,y,o,f,c
6584,w,w,n,k,e,p,t,f,s,o,f,c
6585,w,w,e,s,e,p,t,f,s,o,f,c
6586,w,w,n,k,e,p,t,f,y,o,f,c
6587,w,w,e,k,e,p,t,f,y,o,f,c
6588,w,w,e,s,e,p,t,f,s,o,f,c
6589,w,w,n,s,e,p,t,f,s,o,f,c
6590,w,w,n,s,e,p,t,f,s,o,f,c
6591,w,w,n,s,e,p,t,f,y,o,f,c
6592,w,w,e,k,e,p,t,f,y,o,f,c
6593,w,w,e,k,e,p,t,f,y,o,f,c
6594,w,w,e,s,e,p,t,f,s,o,f,c
6595,w,w,n,k,e,p,t,f,s,o,f,c
6596,w,w,n,k,e,p,t,f,s,o,f,c
6597,w,w,n,k,e,p,t,f,s,o,f,c
6598,w,w,e,s,e,p,t,f,s,o,f,c
6599,w,w,g,k,p,p,e,f,s,t,f,w
6600,w,w,n,k,e,p,t,f,y,o,f,c
6601,w,w,e,s,e,p,t,f,y,o,f,c
6602,w,w,n,s,e,p,t,f,s,o,f,c
6603,w,w,n,s,e,p,t,f,s,o,f,c
6604,w,w,e,k,e,p,t,f,y,o,f,c
6605,w,w,n,s,e,p,t,f,y,o,f,c
6606,w,w,e,s,e,p,t,f,s,o,f,c
6607,w,w,n,k,e,p,t,f,s,o,f,c
6608,w,w,n,s,e,p,t,f,y,o,f,c
6609,w,w,e,k,e,p,t,f,y,o,f,c
6610,w,w,n,s,e,p,t,f,s,o,f,c
6611,w,w,n,k,e,p,t,f,s,o,f,c
6612,w,w,e,k,e,p,t,f,y,o,f,c
6613,w,w,e,k,e,p,t,f,s,o,f,c
6614,w,w,n,k,e,p,t,f,s,o,f,c
6615,w,w,n,s,e,p,t,f,s,o,f,c
6616,w,w,e,s,e,p,t,f,s,o,f,c
6617,w,w,e,s,e,p,t,f,y,o,f,c
6618,w,w,e,s,e,p,t,f,s,o,f,c
6619,w,w,n,s,e,p,t,f,s,o,f,c
6620,w,w,e,s,e,p,t,f,y,o,f,c
6621,w,w,n,s,e,p,t,f,s,o,f,c
6622,w,w,e,k,e,p,t,f,s,o,f,c
6623,w,w,e,k,e,p,t,f,s,o,f,c
6624,w,w,e,s,e,p,t,f,s,o,f,c
6625,w,w,e,k,e,p,t,f,y,o,f,c
6626,w,w,n,k,e,p,t,f,s,o,f,c
6627,w,w,e,k,e,p,t,f,s,o,f,c
6628,w,w,e,k,e,p,t,f,s,o,f,c
6629,w,w,n,k,e,p,t,f,s,o,f,c
6630,w,w,n,s,e,p,t,f,s,o,f,c
6631,w,w,e,s,e,p,t,f,s,o,f,c
6632,w,w,e,s,e,p,t,f,y,o,f,c
6633,w,w,n,s,e,p,t,f,s,o,f,c
6634,w,w,e,k,e,p,t,f,s,o,f,c
6635,w,w,n,s,e,p,t,f,s,o,f,c
6636,w,w,n,k,e,p,t,f,s,o,f,c
6637,w,w,e,s,e,p,t,f,s,o,f,c
6638,w,w,n,k,e,p,t,f,y,o,f,c
6639,w,w,n,k,e,p,t,f,s,o,f,c
6640,w,w,n,s,e,p,t,f,y,o,f,c
6641,w,w,n,s,e,p,t,f,y,o,f,c
6642,w,w,e,s,e,p,t,f,s,o,f,c
6643,w,w,n,k,e,p,t,f,s,o,f,c
6644,w,w,e,k,e,p,t,f,s,o,f,c
6645,w,w,n,s,e,p,t,f,s,o,f,c
6646,w,w,n,s,e,p,t,f,y,o,f,c
6647,w,w,n,k,e,p,t,f,y,o,f,c
6648,w,w,e,s,e,p,t,f,s,o,f,c
6649,w,w,n,s,e,p,t,f,y,o,f,c
6650,w,w,e,s,e,p,t,f,y,o,f,c
6651,w,w,n,k,e,p,t,f,y,o,f,c
6652,w,w,e,s,e,p,t,f,y,o,f,c
6653,w,w,e,s,e,p,t,f,y,o,f,c
6654,w,w,e,s,e,p,t,f,s,o,f,c
6655,w,w,n,k,e,p,t,f,s,o,f,c
6656,w,w,e,s,e,p,t,f,y,o,f,c
6657,w,w,n,s,e,p,t,f,s,o,f,c
6658,w,w,e,s,e,p,t,f,s,o,f,c
6659,w,w,e,s,e,p,t,f,s,o,f,c
6660,w,w,g,k,p,p,e,f,f,t,f,w
6661,w,w,n,s,e,p,t,f,s,o,f,c
6662,w,w,n,s,e,p,t,f,s,o,f,c
6663,y,n,n,s,p,p,e,f,s,o,a,c
6664,w,w,n,s,e,p,t,f,s,o,f,c
6665,w,w,n,k,e,p,t,f,y,o,f,c
6666,w,w,e,k,e,p,t,f,y,o,f,c
6667,w,w,e,s,e,p,t,f,s,o,f,c
6668,w,w,c,y,n,p,e,f,y,n,a,c
6669,w,w,e,s,e,p,t,f,s,o,f,c
6670,w,w,n,k,e,p,t,f,s,o,f,c
6671,w,w,n,k,e,p,t,f,s,o,f,c
6672,w,w,e,k,e,p,t,f,y,o,f,c
6673,w,w,e,k,e,p,t,f,s,o,f,c
6674,w,w,e,s,e,p,t,f,s,o,f,c
6675,w,w,n,k,e,p,t,f,s,o,f,c
6676,w,w,n,k,e,p,t,f,s,o,f,c
6677,w,w,e,s,e,p,t,f,y,o,f,c
6678,w,w,e,k,e,p,t,f,s,o,f,c
6679,w,w,e,k,e,p,t,f,y,o,f,c
6680,w,w,n,k,e,p,t,f,y,o,f,c
6681,w,w,e,k,e,p,t,f,y,o,f,c
6682,w,w,e,s,e,p,t,f,y,o,f,c
6683,w,w,e,k,e,p,t,f,s,o,f,c
6684,w,w,e,s,e,p,t,f,s,o,f,c
6685,w,w,e,k,e,p,t,f,s,o,f,c
6686,w,w,e,k,e,p,t,f,s,o,f,c
6687,w,w,e,s,e,p,t,f,y,o,f,c
6688,w,w,e,s,e,p,t,f,y,o,f,c
6689,w,w,e,s,e,p,t,f,s,o,f,c
6690,w,w,n,k,e,p,t,f,s,o,f,c
6691,w,w,n,s,e,p,t,f,s,o,f,c
6692,w,w,n,k,e,p,t,f,s,o,f,c
6693,w,w,n,k,e,p,t,f,y,o,f,c
6694,w,w,e,k,e,p,t,f,s,o,f,c
6695,w,w,n,k,e,p,t,f,s,o,f,c
6696,w,w,n,s,e,p,t,f,s,o,f,c
6697,w,w,n,k,e,p,t,f,y,o,f,c
6698,w,w,e,k,e,p,t,f,y,o,f,c
6699,w,w,e,k,e,p,t,f,y,o,f,c
6700,w,w,n,s,e,p,t,f,y,o,f,c
6701,w,w,e,s,e,p,t,f,s,o,f,c
6702,w,w,n,k,e,p,t,f,y,o,f,c
6703,w,w,n,s,e,p,t,f,s,o,f,c
6704,w,w,e,k,e,p,t,f,s,o,f,c
6705,w,w,n,s,e,p,t,f,s,o,f,c
6706,w,w,e,s,e,p,t,f,y,o,f,c
6707,w,w,n,k,e,p,t,f,y,o,f,c
6708,w,w,n,s,e,p,t,f,s,o,f,c
6709,w,w,n,k,e,p,t,f,y,o,f,c
6710,w,w,e,k,e,p,t,f,s,o,f,c
6711,w,w,n,k,e,p,t,f,s,o,f,c
6712,w,w,e,k,e,p,t,f,s,o,f,c
6713,w,w,e,k,e,p,t,f,s,o,f,c
6714,w,w,e,s,e,p,t,f,y,o,f,c
6715,w,w,e,k,e,p,t,f,s,o,f,c
6716,w,w,e,k,e,p,t,f,s,o,f,c
6717,w,w,n,s,e,p,t,f,s,o,f,c
6718,w,w,n,k,e,p,t,f,s,o,f,c
6719,w,w,e,s,e,p,t,f,s,o,f,c
6720,w,w,e,k,e,p,t,f,s,o,f,c
6721,w,w,e,k,e,p,t,f,s,o,f,c
6722,w,w,n,s,e,p,t,f,s,o,f,c
6723,w,w,e,k,e,p,t,f,s,o,f,c
6724,w,w,e,k,e,p,t,f,y,o,f,c
6725,w,w,n,k,e,p,t,f,s,o,f,c
6726,w,w,e,s,e,p,t,f,y,o,f,c
6727,w,w,e,k,e,p,t,f,s,o,f,c
6728,w,w,e,s,e,p,t,f,s,o,f,c
6729,w,w,n,s,e,p,t,f,y,o,f,c
6730,w,w,e,s,e,p,t,f,s,o,f,c
6731,w,w,n,s,e,p,t,f,s,o,f,c
6732,w,w,e,s,e,p,t,f,s,o,f,c
6733,w,w,e,k,e,p,t,f,s,o,f,c
6734,w,w,n,k,e,p,t,f,s,o,f,c
6735,w,w,e,k,e,p,t,f,y,o,f,c
6736,w,w,e,k,e,p,t,f,y,o,f,c
6737,w,w,e,k,e,p,t,f,y,o,f,c
6738,w,w,n,k,e,p,t,f,y,o,f,c
6739,w,w,n,s,e,p,t,f,y,o,f,c
6740,w,w,e,s,e,p,t,f,y,o,f,c
6741,w,w,n,s,e,p,t,f,s,o,f,c
6742,w,w,e,k,e,p,t,f,s,o,f,c
6743,w,w,e,s,e,p,t,f,s,o,f,c
6744,w,w,g,k,p,p,e,f,f,t,f,w
6745,w,w,e,k,e,p,t,f,s,o,f,c
6746,w,w,n,k,e,p,t,f,s,o,f,c
6747,w,w,n,s,e,p,t,f,s,o,f,c
6748,w,w,e,k,e,p,t,f,s,o,f,c
6749,w,w,e,s,e,p,t,f,s,o,f,c
6750,w,w,e,s,e,p,t,f,s,o,f,c
6751,w,w,e,s,e,p,t,f,y,o,f,c
6752,w,w,g,s,p,p,e,f,f,t,f,w
6753,w,w,n,s,e,p,t,f,y,o,f,c
6754,w,w,e,k,e,p,t,f,y,o,f,c
6755,w,w,n,s,e,p,t,f,y,o,f,c
6756,w,w,n,k,e,p,t,f,s,o,f,c
6757,w,w,n,k,e,p,t,f,y,o,f,c
6758,w,w,e,s,e,p,t,f,y,o,f,c
6759,w,w,n,s,e,p,t,f,y,o,f,c
6760,w,w,n,k,e,p,t,f,s,o,f,c
6761,w,w,e,s,e,p,t,f,y,o,f,c
6762,w,w,g,s,p,p,e,f,f,t,f,w
6763,o,n,n,s,p,p,e,f,s,o,a,c
6764,w,w,n,s,e,p,t,f,s,o,f,c
6765,w,w,n,s,e,p,t,f,s,o,f,c
6766,w,w,n,s,e,p,t,f,y,o,f,c
6767,w,w,e,s,e,p,t,f,s,o,f,c
6768,w,w,n,s,e,p,t,f,y,o,f,c
6769,w,w,n,s,e,p,t,f,s,o,f,c
6770,w,w,e,s,e,p,t,f,y,o,f,c
6771,w,w,e,k,e,p,t,f,y,o,f,c
6772,w,w,n,k,e,p,t,f,s,o,f,c
6773,w,w,e,k,e,p,t,f,s,o,f,c
6774,w,w,w,k,p,p,e,f,f,t,f,w
6775,w,w,n,s,e,p,t,f,s,o,f,c
6776,w,w,e,s,e,p,t,f,s,o,f,c
6777,w,w,n,s,e,p,t,f,s,o,f,c
6778,w,w,n,s,e,p,t,f,s,o,f,c
6779,w,w,n,k,e,p,t,f,s,o,f,c
6780,w,w,n,k,e,p,t,f,y,o,f,c
6781,w,w,n,k,e,p,t,f,s,o,f,c
6782,w,w,e,s,e,p,t,f,y,o,f,c
6783,w,w,n,s,e,p,t,f,s,o,f,c
6784,w,w,n,k,e,p,t,f,s,o,f,c
6785,w,w,n,k,e,p,t,f,s,o,f,c
6786,w,w,n,s,e,p,t,f,s,o,f,c
6787,w,w,e,s,e,p,t,f,y,o,f,c
6788,w,w,e,s,e,p,t,f,s,o,f,c
6789,w,w,e,k,e,p,t,f,s,o,f,c
6790,w,w,n,k,e,p,t,f,y,o,f,c
6791,w,w,e,k,e,p,t,f,s,o,f,c
6792,w,w,e,s,e,p,t,f,s,o,f,c
6793,w,w,e,s,e,p,t,f,y,o,f,c
6794,w,w,e,k,e,p,t,f,y,o,f,c
6795,w,w,e,k,e,p,t,f,y,o,f,c
6796,w,w,n,k,e,p,t,f,y,o,f,c
6797,w,w,n,s,e,p,t,f,s,o,f,c
6798,w,w,n,s,e,p,t,f,s,o,f,c
6799,w,w,e,k,e,p,t,f,y,o,f,c
6800,w,w,e,s,e,p,t,f,s,o,f,c
6801,w,w,e,s,e,p,t,f,s,o,f,c
6802,w,w,e,k,e,p,t,f,y,o,f,c
6803,w,w,e,k,e,p,t,f,y,o,f,c
6804,w,w,e,k,e,p,t,f,y,o,f,c
6805,w,w,e,s,e,p,t,f,y,o,f,c
6806,w,w,n,k,e,p,t,f,y,o,f,c
6807,w,w,e,k,e,p,t,f,y,o,f,c
6808,w,w,e,s,e,p,t,f,y,o,f,c
6809,w,w,e,k,e,p,t,f,s,o,f,c
6810,w,w,e,s,e,p,t,f,s,o,f,c
6811,w,w,e,k,e,p,t,f,s,o,f,c
6812,w,w,e,s,e,p,t,f,s,o,f,c
6813,w,w,e,k,e,p,t,f,s,o,f,c
6814,w,w,e,s,e,p,t,f,s,o,f,c
6815,w,w,n,k,e,p,t,f,s,o,f,c
6816,w,w,e,k,e,p,t,f,y,o,f,c
6817,w,w,n,k,e,p,t,f,y,o,f,c
6818,w,w,e,k,e,p,t,f,s,o,f,c
6819,w,w,n,k,e,p,t,f,s,o,f,c
6820,w,w,n,s,e,p,t,f,y,o,f,c
6821,w,w,e,s,e,p,t,f,s,o,f,c
6822,w,w,e,s,e,p,t,f,y,o,f,c
6823,w,w,n,s,e,p,t,f,s,o,f,c
6824,w,w,n,k,e,p,t,f,y,o,f,c
6825,w,w,e,k,e,p,t,f,y,o,f,c
6826,w,w,e,s,e,p,t,f,s,o,f,c
6827,w,w,g,s,p,p,e,f,s,t,f,w
6828,w,w,n,s,e,p,t,f,y,o,f,c
6829,w,w,n,s,e,p,t,f,s,o,f,c
6830,w,w,n,k,e,p,t,f,s,o,f,c
6831,w,w,n,s,e,p,t,f,s,o,f,c
6832,w,w,e,k,e,p,t,f,s,o,f,c
6833,w,w,e,k,e,p,t,f,s,o,f,c
6834,w,w,e,k,e,p,t,f,y,o,f,c
6835,w,w,e,k,e,p,t,f,y,o,f,c
6836,w,w,n,s,e,p,t,f,s,o,f,c
6837,w,w,e,s,e,p,t,f,s,o,f,c
6838,w,w,n,s,e,p,t,f,s,o,f,c
6839,w,w,e,k,e,p,t,f,s,o,f,c
6840,w,w,e,s,e,p,t,f,s,o,f,c
6841,w,w,e,s,e,p,t,f,s,o,f,c
6842,w,w,e,s,e,p,t,f,y,o,f,c
6843,w,w,e,s,e,p,t,f,y,o,f,c
6844,w,w,n,s,e,p,t,f,s,o,f,c
6845,w,w,e,s,e,p,t,f,y,o,f,c
6846,w,w,e,k,e,p,t,f,s,o,f,c
6847,w,w,e,k,e,p,t,f,y,o,f,c
6848,w,w,e,k,e,p,t,f,s,o,f,c
6849,o,o,n,s,p,p,e,f,s,o,a,c
6850,w,w,n,k,e,p,t,f,s,o,f,c
6851,w,w,e,s,e,p,t,f,y,o,f,c
6852,w,w,n,k,e,p,t,f,y,o,f,c
6853,w,w,e,k,e,p,t,f,s,o,f,c
6854,w,w,n,k,e,p,t,f,y,o,f,c
6855,w,w,n,y,n,p,e,f,y,n,f,c
6856,w,w,e,k,e,p,t,f,s,o,f,c
6857,w,w,e,k,e,p,t,f,s,o,f,c
6858,w,w,n,s,e,p,t,f,y,o,f,c
6859,w,w,e,s,e,p,t,f,s,o,f,c
6860,w,w,w,k,p,p,e,f,s,t,f,w
6861,w,w,n,s,e,p,t,f,y,o,f,c
6862,w,w,n,k,e,p,t,f,y,o,f,c
6863,w,w,n,s,e,p,t,f,y,o,f,c
6864,w,w,n,k,e,p,t,f,s,o,f,c
6865,w,w,n,s,e,p,t,f,s,o,f,c
6866,w,w,e,k,e,p,t,f,y,o,f,c
6867,w,w,e,s,e,p,t,f,s,o,f,c
6868,w,w,n,s,e,p,t,f,y,o,f,c
6869,w,w,n,k,e,p,t,f,s,o,f,c
6870,w,w,e,k,e,p,t,f,s,o,f,c
6871,w,w,e,k,e,p,t,f,s,o,f,c
6872,w,w,e,k,e,p,t,f,y,o,f,c
6873,w,w,n,s,e,p,t,f,s,o,f,c
6874,w,w,e,s,e,p,t,f,s,o,f,c
6875,w,w,n,s,e,p,t,f,s,o,f,c
6876,w,w,n,k,e,p,t,f,s,o,f,c
6877,w,w,e,s,e,p,t,f,y,o,f,c
6878,w,w,n,k,e,p,t,f,s,o,f,c
6879,w,w,e,k,e,p,t,f,y,o,f,c
6880,w,w,e,s,e,p,t,f,s,o,f,c
6881,w,w,n,k,e,p,t,f,y,o,f,c
6882,w,w,n,s,e,p,t,f,y,o,f,c
6883,w,w,e,k,e,p,t,f,y,o,f,c
6884,w,w,g,k,p,p,e,f,f,t,f,w
6885,w,w,e,k,e,p,t,f,s,o,f,c
6886,w,w,n,k,e,p,t,f,y,o,f,c
6887,w,w,n,k,e,p,t,f,y,o,f,c
6888,w,w,e,s,e,p,t,f,y,o,f,c
6889,w,w,e,s,e,p,t,f,s,o,f,c
6890,w,w,n,s,e,p,t,f,s,o,f,c
6891,w,w,e,k,e,p,t,f,s,o,f,c
6892,w,w,e,s,e,p,t,f,s,o,f,c
6893,w,w,n,s,e,p,t,f,s,o,f,c
6894,w,w,e,k,e,p,t,f,y,o,f,c
6895,w,w,n,k,e,p,t,f,s,o,f,c
6896,w,w,e,k,e,p,t,f,y,o,f,c
6897,w,w,e,s,e,p,t,f,s,o,f,c
6898,w,w,n,k,e,p,t,f,s,o,f,c
6899,w,w,n,s,e,p,t,f,s,o,f,c
6900,y,o,n,s,p,p,e,f,s,o,a,c
6901,w,w,n,k,e,p,t,f,s,o,f,c
6902,w,w,n,s,e,p,t,f,s,o,f,c
6903,w,w,e,s,e,p,t,f,y,o,f,c
6904,w,w,c,s,p,p,e,t,y,t,f,c
6905,y,n,n,s,p,p,e,f,s,o,a,c
6906,w,w,g,k,p,p,e,f,s,t,f,w
6907,w,w,g,k,p,p,e,f,f,t,f,w
6908,w,w,n,k,e,p,t,f,s,o,f,c
6909,w,w,e,s,e,p,t,f,y,o,f,c
6910,o,n,n,s,p,p,e,f,s,o,a,c
6911,w,w,e,k,e,p,t,f,s,o,f,c
6912,w,y,y,y,e,p,e,f,y,o,f,w
6913,w,w,e,s,e,p,t,f,s,o,f,c
6914,w,w,g,k,p,p,e,f,s,t,f,w
6915,w,w,e,k,e,p,t,f,y,o,f,c
6916,w,w,e,k,e,p,t,f,s,o,f,c
6917,w,w,e,k,e,p,t,f,s,o,f,c
6918,w,w,n,s,e,p,t,f,y,o,f,c
6919,w,w,e,k,e,p,t,f,s,o,f,c
6920,w,w,g,k,p,p,e,f,f,t,f,w
6921,w,w,n,s,e,p,t,f,s,o,f,c
6922,w,w,e,s,e,p,t,f,s,o,f,c
6923,w,w,e,s,e,p,t,f,s,o,f,c
6924,w,w,g,k,p,p,e,f,f,t,f,w
6925,w,w,n,k,e,p,t,f,y,o,f,c
6926,w,w,n,s,e,p,t,f,s,o,f,c
6927,n,n,n,s,p,p,e,f,s,o,a,c
6928,w,w,p,s,p,p,e,t,y,t,f,c
6929,w,w,n,k,e,p,t,f,s,o,f,c
6930,w,w,e,k,e,p,t,f,y,o,f,c
6931,w,w,n,s,e,p,t,f,s,o,f,c
6932,w,w,w,k,p,p,e,f,s,t,f,w
6933,w,w,e,k,e,p,t,f,y,o,f,c
6934,w,w,e,s,e,p,t,f,y,o,f,c
6935,w,w,e,s,e,p,t,f,s,o,f,c
6936,w,w,n,s,e,p,t,f,y,o,f,c
6937,w,w,w,s,p,p,e,f,f,t,f,w
6938,w,w,w,s,p,p,e,f,s,t,f,w
6939,w,w,e,k,e,p,t,f,s,o,f,c
6940,w,w,n,k,e,p,t,f,y,o,f,c
6941,w,w,n,s,p,p,e,t,y,t,f,c
6942,w,w,n,s,e,p,t,f,s,o,f,c
6943,w,w,n,k,e,p,t,f,s,o,f,c
6944,w,w,n,k,e,p,t,f,y,o,f,c
6945,w,w,e,y,n,p,e,f,y,n,a,c
6946,w,w,e,k,e,p,t,f,s,o,f,c
6947,w,w,e,s,e,p,t,f,y,o,f,c
6948,w,w,n,k,e,p,t,f,s,o,f,c
6949,w,w,e,k,e,p,t,f,s,o,f,c
6950,w,w,n,k,e,p,t,f,y,o,f,c
6951,w,w,e,s,e,p,t,f,y,o,f,c
6952,w,w,w,s,p,p,e,f,f,t,f,w
6953,w,w,n,s,e,p,t,f,s,o,f,c
6954,w,w,n,k,e,p,t,f,s,o,f,c
6955,w,w,e,k,e,p,t,f,s,o,f,c
6956,w,w,e,k,e,p,t,f,s,o,f,c
6957,w,w,n,s,e,p,t,f,y,o,f,c
6958,w,w,w,s,p,p,e,f,f,t,f,w
6959,w,w,n,s,e,p,t,f,s,o,f,c
6960,w,w,n,s,e,p,t,f,y,o,f,c
6961,w,w,n,k,e,p,t,f,s,o,f,c
6962,w,w,e,s,e,p,t,f,s,o,f,c
6963,w,w,n,k,e,p,t,f,s,o,f,c
6964,w,w,e,s,e,p,t,f,y,o,f,c
6965,w,w,e,k,e,p,t,f,s,o,f,c
6966,w,w,n,s,e,p,t,f,y,o,f,c
6967,w,w,n,y,p,p,e,f,s,t,f,c
6968,w,w,n,s,e,p,t,f,s,o,f,c
6969,w,w,e,k,e,p,t,f,y,o,f,c
6970,w,w,n,y,p,p,e,f,s,t,f,c
6971,w,w,n,k,e,p,t,f,s,o,f,c
6972,w,w,n,s,e,p,t,f,s,o,f,c
6973,w,w,n,k,e,p,t,f,y,o,f,c
6974,w,w,n,s,e,p,t,f,s,o,f,c
6975,w,w,w,s,p,p,e,f,f,t,f,w
6976,w,w,e,k,e,p,t,f,y,o,f,c
6977,w,w,e,k,e,p,t,f,s,o,f,c
6978,w,w,n,s,e,p,t,f,s,o,f,c
6979,w,w,n,s,e,p,t,f,s,o,f,c
6980,w,w,n,k,e,p,t,f,s,o,f,c
6981,w,w,e,s,e,p,t,f,s,o,f,c
6982,w,w,e,s,e,p,t,f,s,o,f,c
6983,w,w,e,k,e,p,t,f,s,o,f,c
6984,w,w,n,y,p,p,e,f,s,t,f,c
6985,w,w,e,s,e,p,t,f,s,o,f,c
6986,w,w,n,s,e,p,t,f,s,o,f,c
6987,w,w,e,k,e,p,t,f,y,o,f,c
6988,w,w,e,s,e,p,t,f,s,o,f,c
6989,n,n,n,s,p,p,e,f,s,o,a,c
6990,w,w,g,k,p,p,e,f,s,t,f,w
6991,w,w,e,y,n,p,e,f,y,n,f,c
6992,w,w,e,s,e,p,t,f,y,o,f,c
6993,w,w,e,k,e,p,t,f,s,o,f,c
6994,o,o,n,s,p,p,e,f,s,o,a,c
6995,w,w,e,s,e,p,t,f,y,o,f,c
6996,w,w,e,k,e,p,t,f,y,o,f,c
6997,w,w,w,s,p,p,e,f,f,t,f,w
