,spore-print-color_cat,class_cat,population_cat,gill-attachment_cat,stalk-color-above-ring_cat,veil-type_cat,cap-color_cat,stalk-surface-above-ring_cat,gill-color_cat,bruises%3F_cat,stalk-shape_cat,odor_cat
7078,w,p,v,f,p,p,n,s,b,f,t,f
7079,n,e,c,a,o,p,n,s,y,f,e,n
7080,w,p,v,f,p,p,e,s,b,f,t,s
7081,w,p,v,f,p,p,e,s,b,f,t,s
7082,w,p,v,f,w,p,e,s,b,f,t,f
7083,w,p,v,f,p,p,e,k,b,f,t,s
7084,w,p,v,f,p,p,e,k,b,f,t,f
7085,w,p,v,f,w,p,e,s,b,f,t,y
7086,w,e,s,f,w,p,g,k,w,f,e,n
7087,w,p,v,f,p,p,e,k,b,f,t,s
7088,w,p,v,f,p,p,e,s,b,f,t,s
7089,w,e,n,f,w,p,g,s,g,f,e,n
7090,n,e,v,a,o,p,n,s,n,f,e,n
7091,w,p,c,f,c,p,n,k,w,f,e,m
7092,w,p,v,f,w,p,e,s,b,f,t,s
7093,w,p,v,f,w,p,n,k,b,f,t,f
7094,w,p,v,f,w,p,n,k,b,f,t,f
7095,w,p,v,f,w,p,e,s,b,f,t,y
7096,w,p,v,f,w,p,n,s,b,f,t,y
7097,w,p,v,f,w,p,n,s,b,f,t,y
7098,w,e,n,f,w,p,g,k,g,f,e,n
7099,w,p,v,f,w,p,e,k,b,f,t,f
7100,w,p,c,a,c,p,c,k,y,f,e,m
7101,w,p,v,f,w,p,e,k,b,f,t,s
7102,w,p,v,f,p,p,e,k,b,f,t,s
7103,w,e,s,f,w,p,w,s,p,f,e,n
7104,w,p,v,f,p,p,n,k,b,f,t,y
7105,w,p,v,f,p,p,e,s,b,f,t,y
7106,w,p,v,f,p,p,n,k,b,f,t,f
7107,w,p,v,f,p,p,e,k,b,f,t,y
7108,w,p,v,f,p,p,e,s,b,f,t,f
7109,w,p,v,f,w,p,e,k,b,f,t,f
7110,w,e,n,f,w,p,w,s,w,f,e,n
7111,w,p,c,a,c,p,n,k,w,f,e,m
7112,w,p,v,f,p,p,e,k,b,f,t,y
7113,w,p,v,f,w,p,n,s,b,f,t,f
7114,w,p,v,f,w,p,n,k,b,f,t,f
7115,w,p,v,f,w,p,e,k,b,f,t,s
7116,w,e,v,f,w,p,g,s,w,t,e,n
7117,w,p,v,f,p,p,n,k,b,f,t,y
7118,w,p,v,f,w,p,e,k,b,f,t,y
7119,w,e,n,f,w,p,w,k,w,f,e,n
7120,w,p,v,f,p,p,n,k,b,f,t,s
7121,w,p,v,f,p,p,n,s,b,f,t,y
7122,w,p,v,f,p,p,e,s,b,f,t,s
7123,w,e,n,f,w,p,w,s,w,f,e,n
7124,w,p,v,f,w,p,n,s,b,f,t,s
7125,w,p,v,f,w,p,e,k,b,f,t,s
7126,w,p,v,f,w,p,e,k,b,f,t,y
7127,w,p,v,f,p,p,e,s,b,f,t,f
7128,y,e,v,a,o,p,n,s,n,f,e,n
7129,w,p,v,f,p,p,n,k,b,f,t,y
7130,w,p,v,f,p,p,e,s,b,f,t,y
7131,w,p,v,f,w,p,e,s,b,f,t,y
7132,w,p,v,f,p,p,e,s,b,f,t,f
7133,b,e,v,a,o,p,n,s,o,f,e,n
7134,w,e,s,f,w,p,g,k,p,f,e,n
7135,n,e,v,a,o,p,n,s,n,f,e,n
7136,w,e,n,f,w,p,g,k,p,f,e,n
7137,w,p,v,f,w,p,e,s,b,f,t,y
7138,w,p,v,f,w,p,e,s,b,f,t,f
7139,w,p,v,f,p,p,n,k,b,f,t,s
7140,w,p,v,f,p,p,n,k,b,f,t,y
7141,w,e,n,f,w,p,w,k,p,f,e,n
7142,w,p,v,f,p,p,n,s,b,f,t,s
7143,w,e,n,f,w,p,g,s,p,f,e,n
7144,w,p,v,f,w,p,n,k,b,f,t,f
7145,w,p,v,f,w,p,e,s,b,f,t,f
7146,w,p,c,f,c,p,c,k,w,f,e,m
7147,w,p,v,f,w,p,n,s,b,f,t,s
7148,w,p,v,f,p,p,e,s,b,f,t,s
7149,w,p,v,f,w,p,n,k,b,f,t,s
7150,w,p,v,f,w,p,e,k,b,f,t,f
7151,w,p,v,f,w,p,e,k,b,f,t,f
7152,w,p,v,f,w,p,e,k,b,f,t,s
7153,w,e,s,f,w,p,g,k,w,f,e,n
7154,w,p,v,f,p,p,e,s,b,f,t,y
7155,w,p,v,f,w,p,n,k,b,f,t,y
7156,w,p,v,f,w,p,e,k,b,f,t,s
7157,w,p,v,f,w,p,n,k,b,f,t,y
7158,w,e,n,f,w,p,g,s,g,f,e,n
7159,w,p,v,f,w,p,n,s,b,f,t,s
7160,w,p,v,f,w,p,e,s,b,f,t,s
7161,w,p,v,f,p,p,n,s,b,f,t,s
7162,w,e,s,f,w,p,g,s,w,f,e,n
7163,w,p,v,f,p,p,n,k,b,f,t,y
7164,w,p,v,f,w,p,e,s,b,f,t,y
7165,w,p,v,f,p,p,e,s,b,f,t,y
7166,w,p,c,f,c,p,n,k,y,f,e,m
7167,w,e,s,f,w,p,g,k,g,f,e,n
7168,w,p,v,f,p,p,e,k,b,f,t,f
7169,w,p,v,f,p,p,n,s,b,f,t,f
7170,w,e,n,f,w,p,g,s,p,f,e,n
7171,w,p,v,f,p,p,n,k,b,f,t,f
7172,w,p,v,f,p,p,e,k,b,f,t,s
7173,y,e,c,a,o,p,n,s,y,f,e,n
7174,w,p,v,f,p,p,n,s,b,f,t,f
7175,w,p,v,f,w,p,n,k,b,f,t,s
7176,b,e,c,a,o,p,n,s,n,f,e,n
7177,w,p,v,f,p,p,n,k,b,f,t,f
7178,w,p,v,f,p,p,n,k,b,f,t,f
7179,w,p,v,f,p,p,n,k,b,f,t,s
7180,w,p,v,f,p,p,n,s,b,f,t,s
7181,w,e,y,f,w,p,c,s,w,t,e,n
7182,n,e,c,a,o,p,n,s,n,f,e,n
7183,w,e,n,f,w,p,w,k,g,f,e,n
7184,w,p,v,f,p,p,e,s,b,f,t,s
7185,w,e,n,f,w,p,g,s,w,f,e,n
7186,w,p,v,f,p,p,e,k,b,f,t,y
7187,w,p,v,f,w,p,n,s,b,f,t,s
7188,y,e,c,a,o,p,n,s,o,f,e,n
7189,w,p,v,f,w,p,e,k,b,f,t,y
7190,w,p,v,f,p,p,n,k,b,f,t,f
7191,w,p,v,f,w,p,e,k,b,f,t,y
7192,w,p,v,f,p,p,e,s,b,f,t,s
7193,w,p,v,f,p,p,e,k,b,f,t,s
7194,w,p,v,f,w,p,e,k,b,f,t,f
7195,w,e,y,f,n,p,n,y,w,f,e,n
7196,w,p,v,f,w,p,e,s,b,f,t,f
7197,w,p,v,f,p,p,n,k,b,f,t,s
7198,w,p,v,f,w,p,n,s,b,f,t,y
7199,w,p,v,f,p,p,e,k,b,f,t,f
7200,w,e,n,f,w,p,g,s,w,f,e,n
7201,w,p,v,f,w,p,n,s,b,f,t,f
7202,w,e,s,f,w,p,w,k,p,f,e,n
7203,w,p,v,f,p,p,e,k,b,f,t,y
7204,w,e,n,f,w,p,g,k,p,f,e,n
7205,y,e,c,a,o,p,n,s,y,f,e,n
7206,w,p,v,f,w,p,e,k,b,f,t,f
7207,w,p,v,f,w,p,n,s,b,f,t,f
7208,w,e,n,f,w,p,g,k,g,f,e,n
7209,w,p,v,f,p,p,n,s,b,f,t,y
7210,w,p,v,f,w,p,n,s,b,f,t,s
7211,w,e,n,f,w,p,w,k,g,f,e,n
7212,w,p,v,f,p,p,e,k,b,f,t,f
7213,w,p,v,f,p,p,e,k,b,f,t,f
7214,w,p,v,f,p,p,e,k,b,f,t,f
7215,w,p,v,f,w,p,e,k,b,f,t,s
7216,w,p,v,f,p,p,n,s,b,f,t,s
7217,w,e,n,f,w,p,g,k,g,f,e,n
7218,w,p,v,f,p,p,n,k,b,f,t,f
7219,w,p,v,f,w,p,e,s,b,f,t,f
7220,w,e,n,f,w,p,g,s,w,f,e,n
7221,y,e,v,a,o,p,n,s,y,f,e,n
7222,w,e,n,f,w,p,g,k,g,f,e,n
7223,w,p,v,f,w,p,e,k,b,f,t,s
7224,w,p,v,f,w,p,n,s,b,f,t,f
7225,w,p,v,f,w,p,n,s,b,f,t,s
7226,w,e,s,f,w,p,g,k,p,f,e,n
7227,w,p,v,f,p,p,e,k,b,f,t,s
7228,y,e,v,a,o,p,n,s,n,f,e,n
7229,w,e,n,f,w,p,w,k,w,f,e,n
7230,w,p,c,f,c,p,e,k,y,f,e,m
7231,w,e,s,f,w,p,g,k,g,f,e,n
7232,w,p,v,f,w,p,n,s,b,f,t,y
7233,b,e,c,a,o,p,n,s,o,f,e,n
7234,w,e,n,f,w,p,g,k,w,f,e,n
7235,y,e,c,a,o,p,n,s,n,f,e,n
7236,w,e,n,f,w,p,g,k,p,f,e,n
7237,w,p,v,f,w,p,n,k,b,f,t,f
7238,w,p,v,f,p,p,n,s,b,f,t,y
7239,o,e,c,a,o,p,n,s,n,f,e,n
7240,w,p,v,f,p,p,e,k,b,f,t,y
7241,w,p,v,f,w,p,e,s,b,f,t,y
7242,w,p,v,f,p,p,n,s,b,f,t,y
7243,w,p,v,f,w,p,n,s,b,f,t,s
7244,y,e,v,a,o,p,n,s,y,f,e,n
7245,w,e,s,f,w,p,g,k,w,f,e,n
7246,o,e,c,a,o,p,n,s,o,f,e,n
7247,w,p,v,f,p,p,n,k,b,f,t,s
7248,w,p,v,f,w,p,e,s,b,f,t,s
7249,w,p,v,f,p,p,e,k,b,f,t,y
7250,w,p,v,f,p,p,n,s,b,f,t,y
7251,n,e,c,a,o,p,n,s,n,f,e,n
7252,w,p,v,f,w,p,e,s,b,f,t,y
7253,o,e,v,a,o,p,n,s,o,f,e,n
7254,w,p,v,f,w,p,n,k,b,f,t,y
7255,w,e,s,f,w,p,w,s,p,f,e,n
7256,w,p,v,f,w,p,e,s,b,f,t,f
7257,w,p,v,f,p,p,n,k,b,f,t,f
7258,w,e,s,f,w,p,g,s,g,f,e,n
7259,w,p,v,f,p,p,n,k,b,f,t,y
7260,w,e,n,f,w,p,g,s,w,f,e,n
7261,w,p,v,f,p,p,n,s,b,f,t,f
7262,w,p,v,f,p,p,e,s,b,f,t,f
7263,w,e,n,f,w,p,w,k,p,f,e,n
7264,w,p,v,f,w,p,n,k,b,f,t,s
7265,w,p,c,a,c,p,n,k,w,f,e,m
7266,w,e,n,f,w,p,g,s,w,f,e,n
7267,w,p,v,f,w,p,e,k,b,f,t,y
7268,w,p,v,f,p,p,e,k,b,f,t,s
7269,w,p,v,f,w,p,e,k,b,f,t,y
7270,w,e,n,f,w,p,g,s,g,f,e,n
7271,w,e,s,f,w,p,w,s,p,f,e,n
7272,w,p,v,f,w,p,e,s,b,f,t,s
7273,w,e,n,f,w,p,g,s,g,f,e,n
7274,w,p,v,f,p,p,n,s,b,f,t,f
7275,w,p,v,f,p,p,n,s,b,f,t,y
7276,w,e,s,f,w,p,w,k,w,f,e,n
7277,w,p,v,f,p,p,e,k,b,f,t,y
7278,w,e,s,f,w,p,w,k,w,f,e,n
7279,w,p,v,f,p,p,n,s,b,f,t,y
7280,w,e,n,f,w,p,w,s,w,f,e,n
7281,n,e,v,a,o,p,n,s,n,f,e,n
7282,w,p,v,f,w,p,n,k,b,f,t,s
7283,w,p,v,f,p,p,e,s,b,f,t,f
7284,w,e,n,f,w,p,w,s,w,f,e,n
7285,w,p,c,a,c,p,e,k,y,f,e,m
7286,w,p,v,f,p,p,e,k,b,f,t,y
7287,w,p,v,f,w,p,n,k,b,f,t,f
7288,w,p,v,f,p,p,n,s,b,f,t,y
7289,w,p,v,f,w,p,e,s,b,f,t,f
7290,b,e,c,a,o,p,n,s,o,f,e,n
7291,w,p,v,f,p,p,n,k,b,f,t,f
7292,w,e,y,f,n,p,n,y,w,f,e,n
7293,w,e,n,f,w,p,g,s,w,f,e,n
7294,w,p,v,f,w,p,e,k,b,f,t,y
7295,w,p,c,f,y,p,y,y,y,f,e,n
7296,w,p,v,f,p,p,e,s,b,f,t,y
7297,w,p,v,f,p,p,e,k,b,f,t,s
7298,w,p,v,f,p,p,e,s,b,f,t,s
7299,n,e,c,a,o,p,n,s,o,f,e,n
7300,w,e,y,f,w,p,g,s,w,t,e,n
7301,w,e,n,f,w,p,g,k,p,f,e,n
7302,w,p,v,f,p,p,e,s,b,f,t,s
7303,w,p,v,f,w,p,e,k,b,f,t,s
7304,w,p,v,f,w,p,e,s,b,f,t,s
7305,w,e,n,f,w,p,w,k,w,f,e,n
7306,o,e,c,a,o,p,n,s,n,f,e,n
7307,w,p,v,f,w,p,n,k,b,f,t,y
7308,w,p,v,f,p,p,e,s,b,f,t,f
7309,w,e,s,f,w,p,w,k,g,f,e,n
7310,w,p,v,f,w,p,e,s,b,f,t,y
7311,w,e,s,f,w,p,w,s,g,f,e,n
7312,w,p,v,f,w,p,e,s,b,f,t,y
7313,w,p,v,f,w,p,n,s,b,f,t,s
7314,w,e,n,f,w,p,g,k,p,f,e,n
7315,w,e,n,f,w,p,w,s,g,f,e,n
7316,w,p,v,f,w,p,n,k,b,f,t,f
7317,w,p,v,f,w,p,n,k,b,f,t,f
7318,w,p,v,f,p,p,e,k,b,f,t,s
7319,w,e,n,f,w,p,w,k,p,f,e,n
7320,w,p,v,f,p,p,n,s,b,f,t,f
7321,w,p,v,f,p,p,e,k,b,f,t,y
7322,w,p,v,f,p,p,n,s,b,f,t,f
7323,w,p,c,f,c,p,n,k,y,f,e,m
7324,w,p,v,f,w,p,n,k,b,f,t,f
7325,y,e,c,a,o,p,n,s,o,f,e,n
7326,w,p,v,f,p,p,e,s,b,f,t,f
7327,y,e,v,a,o,p,n,s,y,f,e,n
7328,w,e,n,f,w,p,w,s,g,f,e,n
7329,w,e,n,f,w,p,g,s,p,f,e,n
7330,w,p,v,f,w,p,e,k,b,f,t,s
7331,w,p,v,f,w,p,n,k,b,f,t,y
7332,w,p,v,f,p,p,e,s,b,f,t,f
7333,w,p,v,f,p,p,e,k,b,f,t,y
7334,w,e,s,f,w,p,w,s,g,f,e,n
7335,w,e,n,f,w,p,g,s,p,f,e,n
7336,w,p,c,f,c,p,e,k,w,f,e,m
7337,w,p,v,f,w,p,n,s,b,f,t,f
7338,w,p,v,f,p,p,n,s,b,f,t,f
7339,w,p,v,f,w,p,e,s,b,f,t,y
7340,w,p,v,f,p,p,n,s,b,f,t,s
7341,w,p,v,f,p,p,n,k,b,f,t,s
7342,w,p,c,f,c,p,c,k,y,f,e,m
7343,w,p,v,f,p,p,n,s,b,f,t,s
7344,w,e,n,f,w,p,w,s,g,f,e,n
7345,w,p,v,f,w,p,n,k,b,f,t,y
7346,w,e,s,f,w,p,g,s,p,f,e,n
7347,w,p,v,f,w,p,e,s,b,f,t,f
7348,w,p,v,f,p,p,e,k,b,f,t,y
7349,w,e,s,f,w,p,g,k,p,f,e,n
7350,w,e,s,f,w,p,g,s,p,f,e,n
7351,w,p,v,f,w,p,e,k,b,f,t,y
7352,y,e,c,a,o,p,n,s,n,f,e,n
7353,w,e,y,f,w,p,p,s,w,t,e,n
7354,w,e,n,f,w,p,w,s,g,f,e,n
7355,w,p,v,f,p,p,n,s,b,f,t,s
7356,w,p,v,f,w,p,e,k,b,f,t,f
7357,w,p,v,f,p,p,e,s,b,f,t,f
7358,w,e,n,f,w,p,g,s,p,f,e,n
7359,w,e,s,f,w,p,w,k,p,f,e,n
7360,w,e,y,f,w,p,c,s,w,t,e,n
7361,w,e,s,f,w,p,g,s,w,f,e,n
7362,w,p,v,f,p,p,e,s,b,f,t,y
7363,w,p,v,f,w,p,e,s,b,f,t,y
7364,w,p,v,f,w,p,n,s,b,f,t,y
7365,w,p,v,f,w,p,e,s,b,f,t,f
7366,o,e,c,a,o,p,n,s,o,f,e,n
7367,w,p,c,f,y,p,y,y,w,f,e,n
7368,w,p,c,a,c,p,c,k,w,f,e,m
7369,w,p,v,f,w,p,n,s,b,f,t,y
7370,w,e,v,f,w,p,p,s,w,t,e,n
7371,w,p,v,f,p,p,n,s,b,f,t,s
7372,w,e,n,f,w,p,g,s,g,f,e,n
7373,w,e,s,f,w,p,g,s,p,f,e,n
7374,w,p,v,f,p,p,e,k,b,f,t,f
7375,b,e,v,a,o,p,n,s,o,f,e,n
7376,b,e,v,a,o,p,n,s,o,f,e,n
7377,w,e,y,f,w,p,n,s,w,t,e,n
7378,w,e,s,f,w,p,g,s,g,f,e,n
7379,w,p,v,f,p,p,n,k,b,f,t,y
7380,w,p,v,f,w,p,n,s,b,f,t,f
7381,w,p,v,f,p,p,n,k,b,f,t,s
7382,w,p,v,f,w,p,e,k,b,f,t,y
7383,w,p,v,f,p,p,n,k,b,f,t,f
7384,w,p,v,f,w,p,e,k,b,f,t,y
7385,w,e,n,f,w,p,w,k,w,f,e,n
7386,w,p,c,f,c,p,n,k,y,f,e,m
7387,w,p,v,f,w,p,e,s,b,f,t,y
7388,y,e,v,a,o,p,n,s,o,f,e,n
7389,w,p,v,f,p,p,e,s,b,f,t,f
7390,w,e,s,f,w,p,w,k,w,f,e,n
7391,w,e,s,f,w,p,g,k,p,f,e,n
7392,w,p,v,f,w,p,n,s,b,f,t,s
7393,w,p,v,f,p,p,n,s,b,f,t,y
7394,w,p,v,f,w,p,n,s,b,f,t,f
7395,w,p,v,f,p,p,e,s,b,f,t,f
7396,w,p,v,f,w,p,e,k,b,f,t,s
7397,w,p,v,f,w,p,n,s,b,f,t,y
7398,w,e,s,f,w,p,g,k,p,f,e,n
7399,w,p,v,f,p,p,e,s,b,f,t,y
7400,w,e,s,f,w,p,w,s,g,f,e,n
7401,w,p,c,f,y,p,y,y,y,f,e,n
7402,w,p,v,f,w,p,n,s,b,f,t,s
7403,w,p,v,f,p,p,e,k,b,f,t,y
7404,w,e,s,f,w,p,g,s,g,f,e,n
7405,y,e,v,a,o,p,n,s,n,f,e,n
7406,w,p,v,f,p,p,e,s,b,f,t,y
7407,n,e,c,a,o,p,n,s,o,f,e,n
7408,w,p,v,f,p,p,e,s,b,f,t,y
7409,w,p,v,f,p,p,e,k,b,f,t,f
7410,w,p,v,f,w,p,e,s,b,f,t,y
7411,w,e,s,f,w,p,g,s,p,f,e,n
7412,n,e,c,a,o,p,n,s,n,f,e,n
7413,n,e,v,a,o,p,n,s,y,f,e,n
7414,w,p,v,f,w,p,n,s,b,f,t,f
7415,w,e,v,f,w,p,g,s,w,t,e,n
7416,w,e,s,f,w,p,g,k,w,f,e,n
7417,w,p,v,f,p,p,n,k,b,f,t,s
7418,w,e,n,f,w,p,g,k,p,f,e,n
7419,w,p,v,f,w,p,n,k,b,f,t,f
7420,w,p,v,f,p,p,e,s,b,f,t,y
7421,w,p,v,f,p,p,n,s,b,f,t,s
7422,w,e,y,f,w,p,p,s,w,t,e,n
7423,w,p,v,f,w,p,n,k,b,f,t,f
7424,w,p,v,f,p,p,e,s,b,f,t,f
7425,b,e,c,a,o,p,n,s,y,f,e,n
7426,w,p,v,f,p,p,e,k,b,f,t,f
7427,w,p,v,f,w,p,n,k,b,f,t,y
7428,w,p,v,f,p,p,n,k,b,f,t,y
7429,w,p,v,f,w,p,n,s,b,f,t,s
7430,w,p,v,f,p,p,e,k,b,f,t,f
7431,w,p,v,f,p,p,e,k,b,f,t,s
7432,o,e,c,a,o,p,n,s,n,f,e,n
7433,w,p,v,f,w,p,e,k,b,f,t,s
7434,w,e,s,f,w,p,g,s,p,f,e,n
7435,w,p,v,f,p,p,e,s,b,f,t,s
7436,w,p,v,f,p,p,e,s,b,f,t,y
7437,o,e,v,a,o,p,n,s,n,f,e,n
7438,w,p,v,f,p,p,n,s,b,f,t,s
7439,w,e,s,f,w,p,g,s,p,f,e,n
7440,o,e,v,a,o,p,n,s,n,f,e,n
7441,w,p,v,f,p,p,e,s,b,f,t,s
7442,w,p,v,f,w,p,n,s,b,f,t,s
7443,w,e,y,f,w,p,n,s,w,t,e,n
7444,w,e,n,f,w,p,g,s,g,f,e,n
7445,w,e,n,f,w,p,w,k,w,f,e,n
7446,b,e,c,a,o,p,n,s,n,f,e,n
7447,w,p,v,f,w,p,e,k,b,f,t,s
7448,w,p,v,f,w,p,e,s,b,f,t,y
7449,w,e,y,f,n,p,n,y,w,f,e,n
7450,w,e,s,f,w,p,g,k,p,f,e,n
7451,w,p,v,f,w,p,n,k,b,f,t,f
7452,w,p,v,f,p,p,e,s,b,f,t,f
7453,w,p,v,f,w,p,n,s,b,f,t,f
7454,w,p,v,f,w,p,n,s,b,f,t,f
7455,b,e,v,a,o,p,n,s,y,f,e,n
7456,w,p,v,f,w,p,e,s,b,f,t,f
7457,w,p,v,f,p,p,n,s,b,f,t,s
7458,w,p,v,f,w,p,n,s,b,f,t,f
7459,y,e,c,a,o,p,n,s,n,f,e,n
7460,w,e,n,f,w,p,g,k,g,f,e,n
7461,w,p,v,f,w,p,n,s,b,f,t,s
7462,w,p,v,f,w,p,n,s,b,f,t,f
7463,w,e,s,f,w,p,g,s,w,f,e,n
7464,w,p,v,f,w,p,n,k,b,f,t,s
7465,w,p,v,f,w,p,e,k,b,f,t,s
7466,w,p,v,f,w,p,e,s,b,f,t,y
7467,o,e,c,a,o,p,n,s,o,f,e,n
7468,w,e,s,f,w,p,g,s,g,f,e,n
7469,w,p,c,a,c,p,e,k,w,f,e,m
7470,w,p,v,f,p,p,n,k,b,f,t,f
7471,w,p,v,f,p,p,e,k,b,f,t,f
7472,w,p,v,f,w,p,e,s,b,f,t,y
7473,w,p,v,f,w,p,n,k,b,f,t,f
7474,w,p,v,f,p,p,e,k,b,f,t,s
7475,w,p,v,f,p,p,e,s,b,f,t,s
7476,w,p,v,f,p,p,e,k,b,f,t,y
7477,w,p,v,f,w,p,e,s,b,f,t,s
7478,w,p,v,f,p,p,n,s,b,f,t,y
7479,w,e,s,f,w,p,g,k,w,f,e,n
7480,w,p,c,a,c,p,n,k,y,f,e,m
7481,w,e,v,f,w,p,n,s,w,t,e,n
7482,w,p,v,f,p,p,n,k,b,f,t,y
7483,w,p,c,f,y,p,y,y,y,f,e,n
7484,w,p,v,f,w,p,n,k,b,f,t,s
7485,w,p,c,a,c,p,e,k,y,f,e,m
7486,w,e,n,f,w,p,g,s,p,f,e,n
7487,w,p,v,f,p,p,n,s,b,f,t,y
7488,w,p,v,f,w,p,n,k,b,f,t,s
7489,w,p,v,f,p,p,n,s,b,f,t,y
7490,y,e,c,a,o,p,n,s,n,f,e,n
7491,w,p,v,f,p,p,n,s,b,f,t,s
7492,w,p,v,f,p,p,n,k,b,f,t,f
7493,w,p,v,f,w,p,n,k,b,f,t,s
7494,w,p,v,f,p,p,e,s,b,f,t,s
7495,w,p,v,f,w,p,n,k,b,f,t,s
7496,w,p,v,f,p,p,e,s,b,f,t,s
7497,w,p,v,f,p,p,n,s,b,f,t,y
7498,w,e,s,f,w,p,w,k,p,f,e,n
7499,w,e,s,f,w,p,g,s,g,f,e,n
7500,w,e,s,f,w,p,w,k,w,f,e,n
7501,w,p,v,f,p,p,n,k,b,f,t,s
7502,w,p,v,f,w,p,e,k,b,f,t,f
7503,w,p,v,f,p,p,e,s,b,f,t,y
7504,w,p,v,f,p,p,e,s,b,f,t,f
7505,w,p,v,f,p,p,n,k,b,f,t,y
7506,w,p,v,f,w,p,n,k,b,f,t,f
7507,w,p,v,f,w,p,e,s,b,f,t,y
7508,w,p,v,f,w,p,n,s,b,f,t,y
7509,w,p,v,f,w,p,e,s,b,f,t,s
7510,o,e,c,a,o,p,n,s,o,f,e,n
7511,w,p,v,f,w,p,n,s,b,f,t,s
7512,w,p,v,f,p,p,n,k,b,f,t,s
7513,w,e,n,f,w,p,g,k,g,f,e,n
7514,w,e,n,f,w,p,w,s,p,f,e,n
7515,w,p,v,f,w,p,n,s,b,f,t,s
7516,o,e,c,a,o,p,n,s,n,f,e,n
7517,w,p,v,f,w,p,n,k,b,f,t,s
7518,w,p,v,f,p,p,n,s,b,f,t,s
7519,w,p,v,f,w,p,n,s,b,f,t,s
7520,w,p,v,f,p,p,e,k,b,f,t,s
7521,w,p,v,f,p,p,n,k,b,f,t,f
7522,b,e,c,a,o,p,n,s,y,f,e,n
7523,n,e,c,a,o,p,n,s,o,f,e,n
7524,w,e,s,f,w,p,w,k,g,f,e,n
7525,w,p,v,f,p,p,n,k,b,f,t,y
7526,n,e,c,a,o,p,n,s,n,f,e,n
7527,w,p,v,f,p,p,n,k,b,f,t,s
7528,w,e,s,f,w,p,g,k,g,f,e,n
7529,w,e,n,f,w,p,g,k,p,f,e,n
7530,w,p,v,f,w,p,n,k,b,f,t,s
7531,b,e,c,a,o,p,n,s,n,f,e,n
7532,w,e,n,f,w,p,w,s,p,f,e,n
7533,w,e,y,f,n,p,n,y,w,f,e,n
7534,w,e,s,f,w,p,g,s,g,f,e,n
7535,w,e,n,f,w,p,w,k,g,f,e,n
7536,w,p,c,f,c,p,c,k,y,f,e,m
7537,y,e,c,a,o,p,n,s,y,f,e,n
7538,w,p,v,f,p,p,e,s,b,f,t,y
7539,w,p,v,f,p,p,e,s,b,f,t,s
7540,w,e,n,f,w,p,w,k,p,f,e,n
7541,w,e,s,f,w,p,w,k,g,f,e,n
7542,w,e,s,f,w,p,g,k,p,f,e,n
7543,b,e,v,a,o,p,n,s,n,f,e,n
7544,w,p,v,f,p,p,n,s,b,f,t,f
7545,w,p,v,f,p,p,e,k,b,f,t,s
7546,w,p,v,f,p,p,e,s,b,f,t,s
7547,n,e,v,a,o,p,n,s,y,f,e,n
7548,w,e,v,f,w,p,p,s,w,t,e,n
7549,w,p,v,f,w,p,n,k,b,f,t,f
7550,w,e,s,f,w,p,w,k,g,f,e,n
7551,w,p,v,f,w,p,e,s,b,f,t,y
7552,w,e,s,f,w,p,w,k,p,f,e,n
7553,w,p,v,f,p,p,n,s,b,f,t,s
7554,w,p,v,f,p,p,n,s,b,f,t,s
7555,b,e,c,a,o,p,n,s,y,f,e,n
7556,w,p,v,f,w,p,n,k,b,f,t,y
7557,w,p,v,f,p,p,e,k,b,f,t,f
7558,y,e,v,a,o,p,n,s,n,f,e,n
7559,w,e,n,f,w,p,w,k,g,f,e,n
7560,w,e,n,f,w,p,g,k,w,f,e,n
7561,b,e,v,a,o,p,n,s,n,f,e,n
7562,w,p,v,f,p,p,n,s,b,f,t,y
7563,w,p,v,f,w,p,e,k,b,f,t,y
7564,w,e,s,f,w,p,w,s,g,f,e,n
7565,w,p,v,f,p,p,e,k,b,f,t,y
7566,w,e,s,f,w,p,g,s,w,f,e,n
7567,w,p,v,f,p,p,n,k,b,f,t,s
7568,w,p,v,f,w,p,n,s,b,f,t,f
7569,w,p,v,f,w,p,e,k,b,f,t,s
7570,w,e,y,f,n,p,n,y,w,f,e,n
7571,w,p,v,f,w,p,e,k,b,f,t,y
7572,w,p,v,f,w,p,n,k,b,f,t,y
7573,w,e,s,f,w,p,g,s,g,f,e,n
7574,w,p,v,f,p,p,n,k,b,f,t,s
7575,w,p,v,f,w,p,n,k,b,f,t,f
7576,w,e,n,f,w,p,g,k,w,f,e,n
7577,w,p,v,f,p,p,n,s,b,f,t,f
7578,w,p,v,f,w,p,e,s,b,f,t,y
7579,w,p,v,f,p,p,n,k,b,f,t,s
7580,w,p,v,f,p,p,e,s,b,f,t,y
7581,w,e,n,f,w,p,w,s,g,f,e,n
7582,w,p,v,f,p,p,e,k,b,f,t,y
7583,w,p,v,f,p,p,e,k,b,f,t,s
7584,w,e,s,f,w,p,w,k,g,f,e,n
7585,w,e,n,f,w,p,g,s,g,f,e,n
7586,w,e,s,f,w,p,g,k,w,f,e,n
7587,w,p,v,f,p,p,e,s,b,f,t,s
7588,w,p,v,f,w,p,n,s,b,f,t,y
7589,w,p,v,f,w,p,e,k,b,f,t,y
7590,w,e,s,f,w,p,w,s,w,f,e,n
7591,w,p,v,f,p,p,e,s,b,f,t,f
