,binaryClass_cat,climbRate_num,Altitude_num,RollRate_num,curRoll_num,diffClb_num,diffDiffClb_num
7839,P,-3.5,-10.0,-0.0023,-0.008,0.0,0.0
7840,N,5.0,-10.0,0.0017,-0.01,0.2,0.0
7841,P,-4.7,10.0,-0.0004,0.0,-0.2,0.0
7842,N,3.7,-20.0,0.0022,-0.011,0.1,0.0
7843,P,-3.0,-10.0,-0.0035,-0.007,-0.1,0.0
7844,P,-3.0,-20.0,-0.0035,-0.013,0.1,-0.01
7845,N,1.9,-20.0,-0.0009,-0.021,0.2,0.0
7846,P,-3.0,-10.0,0.0011,0.002,-0.1,0.0
7847,N,6.5,0.0,-0.0018,-0.003,0.1,0.0
7848,P,-4.9,10.0,-0.0006,-0.018,-0.2,0.0
7849,N,5.0,-20.0,0.002,0.011,0.1,0.0
7850,P,-3.4,-10.0,-0.006,0.002,-0.1,0.0
7851,N,2.4,-30.0,0.0058,-0.019,0.1,0.0
7852,P,0.7,-20.0,0.009,0.001,-0.1,-0.01
7853,N,1.7,-20.0,0.0078,0.032,0.0,-0.01
7854,P,-2.1,-20.0,-0.0052,0.038,-0.1,0.0
7855,N,4.9,-10.0,0.0027,-0.012,0.0,0.0
7856,P,-4.1,0.0,0.0005,0.001,-0.2,0.0
7857,N,-5.1,-10.0,-0.0006,0.001,0.0,-0.01
7858,P,-5.7,-20.0,0.0006,0.0,0.0,0.0
7859,N,1.8,-40.0,0.0033,0.012,0.2,0.0
7860,N,2.1,-20.0,-0.0066,0.003,0.0,0.0
7861,P,-0.1,-20.0,-0.0069,-0.01,-0.2,0.01
7862,P,-2.8,-20.0,-0.0056,-0.02,-0.2,0.0
7863,N,-0.3,-40.0,0.0048,-0.023,0.1,0.0
7864,P,-2.0,-40.0,0.0027,-0.009,0.2,-0.02
7865,N,3.8,-40.0,0.0012,0.0,0.1,0.0
7866,P,0.4,-10.0,0.0032,-0.004,-0.2,-0.01
7867,P,-1.2,0.0,-0.0034,0.014,-0.2,-0.01
7868,N,3.5,0.0,0.0001,-0.004,0.2,0.0
7869,P,-5.3,0.0,0.0027,0.011,-0.2,0.0
7870,P,-6.1,-20.0,-0.0009,0.015,0.0,0.0
7871,N,4.2,-30.0,-0.0014,-0.003,0.2,0.0
7872,P,-2.0,0.0,0.002,0.01,-0.3,-0.01
7873,P,-3.5,-10.0,-0.0014,0.015,0.0,0.0
7874,N,0.3,-20.0,-0.0059,0.005,0.2,0.0
7875,N,4.5,0.0,0.0029,-0.028,0.1,0.0
7876,P,-5.5,0.0,0.0062,0.008,-0.2,0.0
7877,P,-6.8,-10.0,0.002,0.021,0.0,0.0
7878,N,5.8,-20.0,-0.0035,0.002,0.2,0.0
7879,N,7.5,-10.0,-0.0025,-0.003,0.0,0.01
7880,P,-3.9,10.0,0.0047,0.015,0.0,0.0
7881,N,-2.5,10.0,0.0041,0.006,-0.2,0.0
7882,P,-7.0,0.0,0.0012,0.012,-0.2,0.0
7883,P,-9.6,-20.0,-0.0051,0.007,0.0,0.0
7884,N,0.8,-40.0,-0.0031,-0.015,0.3,0.0
7885,N,7.8,-30.0,0.0032,-0.016,0.2,0.0
7886,N,5.4,20.0,0.0064,0.019,-0.1,0.0
7887,P,-4.0,20.0,-0.0009,0.033,-0.2,0.0
7888,N,2.3,0.0,-0.0028,0.003,0.1,0.0
7889,P,-6.8,0.0,0.0027,0.008,-0.2,0.0
7890,P,-8.4,-30.0,0.0006,0.014,0.0,0.01
7891,P,-7.5,-40.0,-0.0037,0.01,0.1,0.0
7892,N,6.4,-40.0,0.0017,-0.01,0.2,0.0
7893,P,-3.6,-30.0,0.002,0.008,-0.2,0.0
7894,P,-1.1,-40.0,-0.0051,0.003,0.1,0.0
7895,N,3.7,-20.0,-0.0016,-0.005,0.1,0.0
7896,P,-1.1,0.0,0.0015,-0.004,-0.2,0.0
7897,N,1.8,0.0,0.0039,0.017,0.0,0.0
7898,P,-7.0,-10.0,-0.0018,0.029,-0.3,0.0
7899,P,-8.1,-20.0,-0.0049,0.023,0.1,-0.02
7900,N,4.3,-30.0,-0.004,0.007,0.4,0.0
7901,N,8.4,-20.0,-0.0032,0.002,0.2,0.01
7902,N,9.5,0.0,-0.0022,-0.003,0.0,0.0
7903,P,-3.2,20.0,0.0011,-0.006,-0.2,0.0
7904,P,-4.3,0.0,0.0029,0.007,0.0,0.0
7905,N,-2.8,-10.0,0.003,0.013,0.1,0.0
7906,P,-3.4,-20.0,-0.0022,0.015,0.0,0.0
7907,N,-0.3,-20.0,-0.0057,0.006,0.2,0.0
7908,N,5.5,-20.0,-0.0047,-0.01,0.2,0.0
7909,P,-4.0,20.0,0.0016,-0.019,-0.1,0.0
7910,N,0.2,10.0,0.0047,-0.01,0.2,0.0
7911,P,-2.7,10.0,-0.0067,0.005,-0.1,0.0
7912,N,-1.5,0.0,-0.0058,-0.012,0.1,0.0
7913,P,-5.9,0.0,0.0014,0.026,-0.3,0.0
7914,P,-7.4,-20.0,-0.0035,0.023,0.0,0.01
7915,N,7.4,-20.0,-0.0026,0.002,0.3,0.0
7916,N,9.8,0.0,-0.0005,-0.002,0.0,0.0
7917,P,-4.3,30.0,-0.0001,-0.004,-0.2,0.0
7918,N,0.3,0.0,-0.0007,-0.007,0.2,0.0
7919,N,4.1,0.0,-0.0006,0.003,0.1,0.0
7920,P,-4.8,0.0,0.0002,0.003,0.0,0.0
7921,P,-3.0,-10.0,-0.0026,-0.001,0.0,0.0
7922,N,3.5,-10.0,-0.0003,-0.008,0.1,0.0
7923,N,3.2,10.0,0.0033,-0.011,0.1,0.0
7924,P,-3.0,20.0,-0.0053,0.007,-0.1,0.0
7925,P,-4.5,10.0,-0.0038,-0.011,0.0,0.0
7926,N,1.8,0.0,0.0008,-0.016,0.3,0.0
7927,N,6.5,10.0,0.0053,-0.005,0.1,0.0
7928,P,-9.3,10.0,-0.0037,0.014,-0.2,0.0
7929,P,-10.9,0.0,-0.0046,0.006,-0.1,-0.01
7930,P,-8.9,-30.0,-0.0034,-0.003,0.2,-0.01
7931,N,7.2,-30.0,0.0014,-0.006,0.4,0.0
7932,P,-2.9,0.0,0.0025,0.01,-0.3,0.0
7933,P,1.4,-10.0,-0.0048,0.005,0.1,0.0
7934,N,5.7,0.0,-0.0035,-0.008,0.2,0.0
7935,N,8.2,20.0,-0.0009,-0.014,0.1,0.0
7936,N,7.9,50.0,0.0042,-0.007,0.0,0.0
7937,P,-4.8,60.0,0.0045,0.025,-0.3,0.0
7938,P,-10.5,20.0,-0.004,0.026,-0.1,0.0
7939,N,2.0,-10.0,0.0006,0.009,0.2,0.0
7940,P,-3.9,-10.0,-0.0011,-0.005,-0.1,0.0
7941,N,0.2,-30.0,0.003,-0.007,0.1,0.0
7942,N,6.4,-10.0,-0.0022,-0.003,0.0,0.0
7943,N,4.4,30.0,0.0006,-0.016,0.1,0.0
7944,P,-4.2,30.0,0.005,-0.002,-0.3,-0.01
7945,P,-9.5,0.0,0.0004,0.011,-0.1,0.0
7946,P,-9.2,-20.0,-0.0023,0.009,0.1,-0.01
7947,N,4.3,-30.0,-0.0002,-0.002,0.4,0.0
7948,N,5.1,10.0,0.0048,0.015,0.0,0.0
7949,P,-4.0,10.0,-0.004,0.023,-0.1,0.0
7950,N,1.2,0.0,-0.0028,0.004,0.2,0.0
7951,P,-2.6,0.0,0.0017,0.0,-0.1,0.0
7952,P,-2.3,0.0,-0.004,0.009,-0.1,0.0
7953,P,-3.5,-10.0,-0.0015,0.016,0.0,0.0
7954,N,5.0,-10.0,-0.0013,-0.003,0.2,0.0
7955,P,0.9,40.0,-0.0146,0.001,-0.1,0.0
7956,N,1.8,40.0,-0.0003,-0.034,0.0,0.0
7957,P,-1.8,50.0,0.0066,-0.024,-0.2,-0.01
7958,P,-4.4,40.0,0.009,-0.003,-0.1,0.0
7959,P,-4.9,30.0,0.0074,0.012,0.0,-0.01
7960,P,-0.1,10.0,-0.0056,-0.01,0.0,0.0
7961,N,2.9,20.0,0.0046,-0.012,0.1,0.0
7962,P,-2.8,20.0,0.0031,0.012,-0.2,0.0
7963,P,-1.1,10.0,-0.0058,0.009,0.2,0.01
7964,N,3.4,20.0,-0.0024,-0.014,0.1,0.0
7965,N,4.3,30.0,0.0039,-0.013,0.0,0.0
7966,N,3.5,40.0,0.0065,-0.006,-0.1,0.0
7967,P,1.5,40.0,-0.0014,0.005,0.1,-0.01
7968,N,4.7,50.0,-0.0064,-0.019,0.1,0.01
7969,N,5.6,70.0,-0.0002,-0.027,-0.1,0.0
7970,P,-1.3,80.0,0.0105,-0.001,-0.2,0.0
7971,P,-4.0,70.0,0.0082,0.013,-0.2,0.0
7972,N,-2.8,50.0,-0.0077,0.008,0.2,0.0
7973,N,-0.1,40.0,0.0015,-0.017,0.1,0.0
7974,P,-2.0,40.0,0.0088,-0.003,-0.1,-0.01
7975,P,-3.9,40.0,0.0078,0.01,-0.1,-0.01
7976,P,-6.6,10.0,-0.0019,0.03,-0.1,0.0
7977,P,-2.9,-10.0,0.0053,0.02,0.0,-0.01
7978,N,-2.0,-20.0,0.0073,0.03,0.1,-0.01
7979,P,-1.4,-20.0,0.0054,0.041,0.0,0.0
7980,N,3.5,-20.0,-0.002,0.048,0.2,0.0
7981,P,4.2,-10.0,-0.006,0.043,-0.1,0.01
7982,N,4.3,0.0,-0.0068,0.023,0.0,0.0
7983,P,3.5,10.0,-0.0063,0.013,-0.1,0.01
7984,P,-4.6,0.0,-0.0063,0.006,-0.1,0.0
7985,P,-4.1,-20.0,0.0019,-0.007,0.0,-0.01
7986,P,0.1,-20.0,0.0044,0.01,0.0,0.0
7987,P,0.8,-30.0,-0.0058,-0.003,-0.2,0.01
7988,P,-2.9,-30.0,-0.0051,-0.018,-0.2,0.0
7989,P,-4.5,-40.0,0.0,-0.027,0.0,0.0
7990,P,-4.2,-50.0,0.0039,-0.024,0.1,0.0
7991,N,5.2,-50.0,0.0072,-0.001,0.2,0.01
7992,N,9.3,-30.0,0.0028,0.01,0.1,0.0
7993,P,8.5,0.0,-0.0068,0.004,-0.2,0.0
7994,P,-5.5,10.0,0.0051,0.012,-0.2,0.0
7995,P,-6.8,-10.0,-0.003,0.016,0.0,0.0
7996,P,-4.6,-20.0,-0.0074,0.005,0.2,-0.01
7997,N,4.7,-20.0,0.0012,-0.013,0.2,0.0
7998,N,5.5,0.0,0.0057,-0.003,0.0,0.0
7999,P,-1.7,0.0,-0.0064,0.004,0.0,0.0
8000,P,-4.0,-20.0,0.0053,0.002,-0.1,0.0
8001,P,-2.6,-50.0,-0.0045,0.006,0.0,0.0
8002,N,4.3,-40.0,0.0048,0.014,0.0,0.0
8003,P,-1.1,-30.0,0.0012,0.026,-0.2,0.0
8004,N,4.0,-30.0,-0.0044,0.001,0.1,0.0
8005,N,5.1,-10.0,-0.0005,-0.01,0.0,0.0
8006,P,-5.5,-10.0,0.004,-0.001,-0.3,0.0
8007,P,-9.1,-30.0,0.0045,0.012,-0.1,0.0
8008,N,8.3,-50.0,0.0006,0.022,0.3,0.0
8009,P,-5.6,-20.0,-0.001,-0.009,-0.2,0.0
8010,N,-0.7,-30.0,0.0059,-0.004,0.3,0.01
8011,N,3.9,-30.0,0.0043,0.006,0.2,0.0
8012,P,2.0,-10.0,-0.0039,0.007,-0.2,0.0
8013,P,-0.9,-10.0,-0.0039,-0.001,-0.2,0.0
8014,P,-1.8,-10.0,-0.0014,0.015,-0.1,0.0
8015,P,-0.5,-20.0,-0.0055,0.006,0.1,0.0
8016,N,4.2,-10.0,0.0,-0.003,0.2,0.0
8017,P,-3.0,0.0,0.0058,0.023,-0.2,0.0
8018,P,-1.7,-20.0,-0.0072,0.02,0.0,0.0
8019,N,1.5,-30.0,-0.005,0.005,0.2,0.0
8020,N,4.9,-10.0,0.0006,-0.002,0.1,0.0
8021,P,-6.5,-10.0,-0.0022,0.013,-0.1,0.0
8022,N,0.3,-30.0,-0.0045,-0.012,0.2,0.0
8023,N,5.3,-20.0,0.0056,0.028,0.1,0.0
8024,N,0.4,0.0,-0.0065,0.01,0.2,0.0
8025,N,-2.1,0.0,0.005,0.01,-0.1,0.0
8026,P,-3.3,-10.0,-0.0032,0.017,0.0,0.0
8027,N,6.6,-10.0,-0.0007,0.006,0.3,0.0
8028,P,-3.2,20.0,0.0001,0.01,-0.2,0.0
8029,P,-4.7,0.0,0.0011,0.023,-0.1,0.0
8030,N,3.5,-10.0,-0.0064,0.005,0.2,0.0
8031,P,2.8,0.0,-0.0077,-0.011,-0.1,0.01
8032,N,-1.3,0.0,0.0059,-0.007,0.0,0.0
8033,P,-3.3,-10.0,0.0014,0.006,-0.1,0.0
8034,P,-1.5,-30.0,-0.0054,-0.012,0.0,0.0
8035,N,4.3,-30.0,0.0,-0.024,0.2,0.0
8036,P,-2.1,-20.0,0.0042,-0.015,-0.2,0.0
8037,P,-2.3,-10.0,-0.0045,0.008,-0.2,0.0
8038,N,7.0,-10.0,0.0052,-0.005,0.2,0.0
8039,P,-1.2,10.0,0.0035,0.015,-0.3,0.0
8040,P,-7.1,0.0,-0.0029,0.017,-0.1,0.0
8041,P,-5.1,-30.0,-0.0051,0.002,0.1,0.0
8042,N,4.8,-30.0,0.004,-0.002,0.3,0.0
8043,P,-7.8,-10.0,0.0002,0.031,-0.5,0.0
8044,N,8.8,-30.0,-0.002,0.013,0.5,0.0
8045,P,-5.8,20.0,-0.0023,-0.002,-0.2,0.0
8046,P,-6.8,0.0,-0.0015,-0.009,0.0,0.0
8047,N,-0.7,-20.0,0.0031,-0.008,0.2,0.0
8048,P,4.0,-10.0,-0.0034,-0.005,0.1,0.0
8049,N,5.4,10.0,-0.0014,-0.015,0.0,0.0
8050,P,-6.4,10.0,-0.002,-0.003,-0.1,0.0
8051,N,2.8,-10.0,-0.0054,-0.014,0.1,0.0
8052,P,-5.3,0.0,0.0045,-0.025,-0.2,0.0
8053,P,-6.0,-20.0,0.0057,-0.007,0.0,0.0
8054,N,-3.3,-30.0,0.0071,0.004,0.2,-0.02
8055,P,-2.1,-40.0,-0.0017,0.013,0.0,0.0
8056,N,5.1,-30.0,-0.0061,-0.01,0.3,-0.01
8057,N,9.9,-10.0,-0.0008,-0.019,0.1,0.0
8058,N,11.3,10.0,0.0031,-0.016,0.0,0.0
8059,P,-2.6,40.0,0.0058,0.013,-0.3,0.0
8060,P,-9.0,20.0,-0.0016,0.021,-0.1,0.0
8061,N,-0.2,-10.0,-0.0043,0.006,0.3,0.0
8062,N,3.4,-10.0,-0.0021,0.001,0.2,0.0
8063,N,7.1,0.0,0.0019,0.001,0.1,0.0
8064,N,4.9,30.0,0.0033,0.012,-0.1,0.0
8065,P,-6.0,30.0,0.0017,0.026,-0.2,0.0
8066,P,-6.9,0.0,-0.0044,0.023,0.0,0.0
8067,N,1.7,-10.0,-0.0046,0.005,0.3,0.0
8068,N,7.6,0.0,-0.0021,-0.004,0.2,0.0
8069,N,9.5,30.0,0.0003,-0.007,0.0,0.0
8070,P,-4.6,0.0,-0.0018,0.008,0.0,0.0
8071,N,0.0,0.0,0.0007,0.004,0.2,0.0
8072,P,-4.9,-10.0,-0.0019,0.013,-0.1,0.0
8073,P,-3.5,-20.0,-0.0056,0.006,0.2,-0.02
8074,N,3.8,-20.0,-0.0034,-0.006,0.4,-0.01
8075,P,-1.1,10.0,0.0039,0.005,-0.3,-0.01
8076,P,-6.5,0.0,0.0007,0.012,-0.1,0.0
8077,P,-8.1,-20.0,-0.0028,0.009,0.0,0.0
8078,N,1.4,-40.0,0.0021,0.004,0.4,0.0
8079,P,2.3,0.0,-0.0053,0.026,-0.1,0.0
8080,P,-2.1,0.0,0.0023,0.002,-0.1,0.0
8081,N,3.1,0.0,0.0018,0.028,0.1,0.0
8082,P,1.0,20.0,-0.0068,0.015,-0.1,0.0
8083,N,4.2,30.0,-0.0034,-0.011,0.1,0.0
8084,N,5.7,40.0,0.0038,-0.011,0.0,0.0
8085,P,-3.2,50.0,0.0083,0.015,-0.3,0.0
8086,P,-8.2,20.0,-0.0023,0.031,-0.1,-0.01
8087,P,-7.6,0.0,-0.0077,0.022,0.1,-0.02
8088,N,2.2,-10.0,-0.0005,-0.004,0.2,0.0
8089,N,6.5,0.0,0.0048,0.003,0.1,0.0
8090,N,7.1,20.0,0.0061,0.013,0.0,0.01
8091,P,-4.6,30.0,-0.0024,0.03,-0.3,0.0
8092,P,-6.4,20.0,-0.0074,0.022,0.1,-0.02
8093,N,3.0,0.0,-0.0043,-0.018,0.2,0.0
8094,N,4.5,20.0,-0.0003,-0.025,0.0,0.0
8095,P,-3.1,20.0,0.0032,-0.02,-0.3,0.0
8096,N,2.4,0.0,0.0006,-0.017,0.3,0.0
8097,N,6.4,0.0,0.0059,-0.011,0.2,0.01
8098,N,3.6,20.0,0.0083,0.014,-0.2,0.01
8099,P,-6.0,20.0,0.0014,0.033,-0.3,0.0
8100,P,-7.0,-10.0,-0.0082,0.021,0.1,0.02
8101,N,-1.6,-20.0,-0.0081,0.005,0.5,-0.02
8102,N,5.9,-10.0,-0.0028,-0.007,0.3,0.0
8103,N,8.3,10.0,0.0046,-0.003,-0.1,0.0
8104,P,-3.1,30.0,0.0022,0.012,-0.4,0.0
8105,P,-7.0,10.0,-0.0015,0.013,-0.1,0.01
8106,N,4.6,-10.0,0.0047,-0.006,0.1,0.0
8107,P,-4.4,0.0,-0.0037,0.001,-0.2,0.0
8108,P,-6.1,-10.0,-0.0055,-0.008,-0.1,0.0
8109,N,2.9,-30.0,0.0035,-0.022,0.2,0.0
8110,N,4.6,-20.0,0.0081,-0.007,0.0,-0.01
8111,N,1.2,-10.0,0.0069,0.017,-0.2,0.0
8112,P,-4.7,-10.0,-0.0025,0.025,-0.2,0.0
8113,N,-4.3,-30.0,-0.0046,0.008,0.1,0.0
8114,N,1.7,-40.0,0.0015,-0.007,0.2,0.0
8115,N,4.3,-30.0,0.004,0.0,0.1,0.0
8116,P,-2.0,-20.0,0.0024,0.018,-0.3,0.01
8117,P,-3.7,-30.0,-0.0019,0.019,0.0,-0.01
8118,N,5.2,-30.0,-0.0031,0.006,0.4,0.0
8119,N,8.8,-20.0,-0.0014,0.001,0.1,0.0
8120,P,-5.6,-10.0,-0.0001,0.014,-0.2,0.0
8121,P,-4.5,-30.0,-0.0056,0.005,0.1,0.0
8122,N,5.9,-20.0,0.0054,-0.006,0.1,0.0
8123,P,-4.9,-10.0,-0.0014,0.019,-0.2,0.0
8124,P,-7.4,-20.0,-0.0041,0.01,-0.1,0.0
8125,N,6.6,-40.0,0.0027,0.001,0.4,0.0
8126,N,8.6,-10.0,0.0051,0.011,-0.1,0.01
8127,P,0.0,0.0,-0.0007,0.018,-0.4,-0.01
8128,P,-5.8,-10.0,-0.0078,0.002,-0.1,0.0
8129,N,4.9,-10.0,-0.002,-0.011,0.1,0.0
8130,P,-4.4,10.0,0.0034,0.011,-0.2,0.0
8131,P,-2.4,-10.0,-0.0017,-0.005,-0.1,0.0
8132,N,3.5,-10.0,0.0027,-0.014,0.1,0.0
8133,P,-5.7,-20.0,-0.0024,-0.013,-0.1,0.0
8134,N,-2.6,-40.0,0.0056,-0.007,0.1,0.0
8135,P,-3.1,-50.0,0.0014,0.01,0.0,0.0
8136,P,0.1,-50.0,-0.0064,0.005,0.1,0.01
8137,N,3.1,-50.0,-0.0064,-0.005,0.3,0.0
8138,P,-1.6,-40.0,0.0039,-0.016,-0.1,0.0
8139,P,-2.3,-50.0,0.006,-0.003,0.1,0.0
8140,P,0.6,-40.0,-0.0054,0.006,-0.2,0.01
8141,N,5.1,-40.0,0.0047,-0.009,0.3,-0.01
8142,N,6.5,-30.0,0.0084,0.002,-0.2,0.02
8143,P,0.7,-20.0,0.0068,0.022,-0.3,-0.01
8144,P,-4.7,-30.0,-0.0012,0.031,-0.1,0.0
8145,P,-6.0,-30.0,-0.0068,0.026,0.0,-0.01
8146,N,-4.9,-40.0,-0.0079,0.013,0.2,-0.01
8147,N,2.5,-50.0,-0.0018,-0.006,0.4,0.0
8148,N,7.9,-40.0,0.0031,-0.005,0.3,0.01
8149,N,9.8,-20.0,0.0039,0.003,0.1,0.0
8150,N,9.1,-10.0,0.0033,0.01,-0.1,0.01
8151,P,-1.2,10.0,-0.0036,0.013,-0.5,0.0
8152,P,-4.8,-10.0,-0.007,-0.014,0.0,0.0
8153,N,2.5,-10.0,0.0057,-0.016,0.2,0.0
8154,P,-2.2,-10.0,0.0016,0.007,-0.2,0.0
8155,P,-4.6,-20.0,-0.0073,-0.004,0.0,0.0
8156,N,-4.4,-30.0,-0.0082,-0.02,0.0,0.0
8157,P,-4.4,-40.0,-0.0051,-0.032,0.0,0.01
8158,P,-1.4,-50.0,0.0059,-0.031,0.1,0.0
8159,N,0.4,-60.0,-0.0053,-0.003,0.0,0.0
8160,P,-1.1,-60.0,-0.0043,-0.015,-0.1,0.0
8161,N,2.1,-60.0,0.0069,-0.006,0.0,0.0
8162,P,3.0,-50.0,-0.0049,0.006,0.1,0.0
8163,N,8.5,-10.0,0.0019,-0.009,0.1,0.0
8164,P,-2.6,30.0,-0.0031,0.015,-0.2,0.0
8165,P,-6.5,20.0,-0.0069,0.004,-0.2,-0.01
8166,P,-7.9,10.0,-0.0073,-0.01,0.0,-0.01
8167,P,-5.5,-10.0,-0.0014,-0.028,0.1,0.0
8168,N,-2.8,-30.0,0.0083,-0.016,0.1,0.0
8169,N,-2.7,-30.0,0.0079,0.0,0.0,0.0
8170,P,-4.3,-40.0,0.0046,0.01,-0.2,0.0
8171,P,-4.4,-50.0,0.001,0.014,0.2,0.0
8172,P,1.4,-50.0,-0.0062,0.005,0.2,0.0
8173,N,7.1,-40.0,-0.0014,-0.005,0.2,0.0
8174,N,8.7,-30.0,0.0024,-0.004,-0.1,0.0
8175,P,-1.8,0.0,-0.0034,-0.003,-0.3,0.0
8176,P,-4.4,-10.0,-0.0049,-0.01,0.0,0.0
8177,N,1.5,-20.0,0.0085,-0.001,0.1,0.0
8178,P,1.9,-20.0,0.0059,0.017,0.0,0.0
8179,N,6.7,10.0,0.0045,-0.038,0.2,0.0
8180,P,0.9,40.0,0.0086,0.009,-0.3,-0.01
8181,P,-6.0,30.0,0.0021,0.025,-0.2,0.0
8182,P,-6.6,0.0,0.0023,0.029,0.1,0.0
8183,P,2.5,-10.0,-0.0077,0.022,0.0,0.0
8184,N,4.5,0.0,-0.0026,0.003,0.1,0.0
8185,P,-3.0,20.0,-0.0056,0.009,-0.2,0.0
8186,N,2.6,10.0,-0.0048,-0.02,0.3,0.0
8187,N,6.8,40.0,0.0056,-0.018,-0.1,0.0
8188,N,-3.4,60.0,0.0011,0.01,-0.3,0.0
8189,P,-9.5,30.0,-0.0113,-0.007,-0.1,0.0
8190,N,-4.2,-10.0,0.0121,-0.019,0.1,0.0
8191,P,-6.2,-30.0,0.0069,0.033,-0.1,0.0
8192,N,-7.2,-50.0,-0.009,0.028,0.0,0.0
8193,N,1.7,-70.0,-0.0006,-0.014,0.3,0.01
8194,N,5.8,-60.0,0.0094,-0.005,0.1,0.01
8195,N,2.6,-40.0,0.0063,0.045,-0.2,0.0
8196,P,-1.8,-40.0,-0.0036,0.048,-0.2,0.0
8197,N,2.3,-40.0,0.0053,0.026,0.1,0.0
8198,P,-4.2,-50.0,-0.0096,0.006,-0.1,0.0
8199,N,5.6,-40.0,0.0094,-0.005,0.1,0.0
8200,P,-1.3,-20.0,-0.0049,0.028,-0.3,0.0
8201,P,-5.3,-30.0,-0.0076,0.013,-0.1,0.0
8202,N,3.7,-40.0,0.0032,0.01,0.1,0.0
8203,N,5.1,-30.0,-0.0052,0.009,0.0,0.0
8204,N,6.0,-10.0,-0.0005,-0.008,0.0,0.0
8205,P,-4.9,10.0,-0.0007,0.039,-0.2,0.0
8206,P,-8.9,-10.0,-0.0084,0.024,-0.1,0.0
8207,P,-7.8,-30.0,-0.0081,0.005,0.2,0.01
8208,N,2.6,-40.0,0.005,0.012,0.1,0.0
8209,N,5.4,-20.0,-0.0036,0.017,0.1,0.0
8210,P,3.8,-10.0,-0.0066,0.006,-0.1,0.0
8211,P,-2.0,0.0,0.0028,0.0,-0.1,0.0
8212,P,-5.9,-40.0,-0.0013,0.006,-0.1,0.0
8213,P,-5.8,-40.0,-0.0018,0.004,0.1,0.0
8214,N,6.9,-40.0,-0.0012,-0.007,0.2,0.0
8215,N,8.1,-20.0,0.0,-0.009,0.0,0.01
8216,N,8.3,-10.0,0.0045,-0.005,0.0,0.0
8217,N,0.2,10.0,-0.0074,-0.01,-0.2,0.0
8218,P,-6.1,0.0,-0.0007,-0.029,-0.1,0.0
8219,N,-6.9,-10.0,0.0066,-0.024,0.0,-0.01
8220,P,-10.4,-50.0,0.0068,0.011,-0.1,0.0
8221,N,-3.0,-80.0,-0.0009,0.027,0.2,0.0
8222,N,8.7,-60.0,-0.0026,-0.008,0.2,0.0
8223,N,9.6,-40.0,0.0031,-0.008,-0.1,0.01
8224,P,-4.9,-30.0,-0.003,-0.009,-0.1,0.0
8225,P,-4.4,-40.0,0.0004,-0.011,0.1,-0.01
8226,N,-0.9,-40.0,0.0048,-0.006,0.2,0.0
8227,N,5.1,-40.0,0.0067,0.014,0.1,0.0
8228,P,4.0,-20.0,-0.0071,0.014,-0.1,0.0
8229,P,4.2,-10.0,-0.0118,-0.012,0.0,0.01
8230,N,10.2,10.0,0.0032,-0.03,0.2,0.0
8231,P,4.1,40.0,0.0088,-0.006,-0.4,0.0
8232,P,-3.4,40.0,0.004,0.008,-0.4,0.0
8233,P,-8.7,30.0,0.0027,0.013,-0.3,-0.01
8234,N,1.1,-20.0,0.0067,0.01,0.2,0.0
8235,P,-0.7,-20.0,0.0008,0.028,-0.2,0.0
8236,P,-3.3,-20.0,-0.0082,0.021,-0.1,0.0
8237,P,-1.4,-30.0,-0.012,-0.01,0.2,0.02
8238,N,9.9,-10.0,0.0052,-0.026,0.3,0.0
8239,N,10.4,20.0,0.0104,0.0,-0.2,0.01
8240,P,-6.6,30.0,0.0009,0.019,-0.5,-0.01
8241,P,-11.6,10.0,-0.0055,0.014,-0.1,-0.02
8242,N,6.7,-20.0,0.0073,-0.004,0.3,0.0
8243,P,-0.4,10.0,-0.0061,0.014,-0.3,0.0
8244,P,-1.7,0.0,-0.0082,-0.023,0.1,0.01
8245,N,1.6,0.0,-0.0008,-0.033,0.2,0.0
8246,N,1.8,0.0,0.0068,-0.025,-0.1,-0.01
8247,P,-4.2,0.0,0.0022,-0.01,-0.3,0.0
8248,N,1.7,-40.0,-0.005,-0.002,0.2,0.0
8249,N,3.8,-30.0,-0.0038,-0.012,0.1,0.0
8250,N,3.2,-10.0,0.0051,-0.008,-0.1,0.0
8251,P,-0.6,-10.0,0.0026,0.001,-0.2,0.0
8252,N,-0.3,-20.0,0.0075,-0.005,0.1,0.0
8253,P,-2.0,-30.0,0.0046,0.013,-0.1,0.0
8254,N,-1.7,-30.0,-0.0065,0.01,0.1,0.0
8255,P,-2.6,-40.0,-0.0054,-0.013,0.0,0.0
8256,N,0.9,-40.0,0.007,-0.01,0.1,0.0
8257,N,5.1,-20.0,-0.0005,0.009,0.0,0.0
8258,P,-2.5,-10.0,-0.0001,0.009,-0.3,0.0
8259,N,0.8,-20.0,0.0022,0.01,0.2,0.0
8260,N,3.4,-20.0,-0.0003,0.012,0.1,-0.01
8261,P,3.7,-10.0,-0.0062,0.006,-0.1,0.01
8262,P,1.3,0.0,-0.0072,-0.013,-0.1,0.0
8263,P,-3.9,-10.0,0.0027,-0.02,-0.1,0.0
8264,N,0.4,-20.0,0.0094,-0.003,0.2,0.0
8265,N,2.8,-20.0,0.0083,0.019,0.0,0.0
8266,P,-2.8,-10.0,-0.0066,0.031,-0.1,0.0
