,binaryClass_cat,year_num,month_num,day_num,RPT_num,VAL_num,ROS_num,KIL_num,SHA_num,BIR_num,DUB_num,CLA_num,MUL_num,CLO_num,BEL_num
5540,P,76.0,3.0,3.0,7.62,12.46,9.62,5.09,8.83,4.54,10.04,8.33,10.21,8.42,15.54
5541,N,76.0,3.0,4.0,11.92,14.92,10.34,6.75,12.08,6.96,7.87,12.12,11.67,11.75,17.62
5542,N,76.0,3.0,5.0,15.5,19.38,9.83,9.38,18.0,13.83,11.54,15.12,16.25,15.83,17.75
5543,N,76.0,3.0,6.0,21.0,18.54,21.17,10.25,20.21,15.0,20.79,12.75,16.79,14.33,16.29
5544,N,76.0,3.0,7.0,20.25,21.17,17.37,8.33,19.08,10.83,14.33,13.04,12.17,12.71,15.09
5545,P,76.0,3.0,8.0,10.88,13.92,5.91,3.29,11.46,3.25,7.54,7.0,8.08,6.75,11.67
5546,N,76.0,3.0,9.0,20.0,16.38,10.75,6.83,14.92,9.08,7.58,9.42,12.17,8.38,16.5
5547,N,76.0,3.0,10.0,23.96,18.71,18.46,12.04,18.75,11.75,12.71,13.67,16.46,15.92,17.83
5548,N,76.0,3.0,11.0,14.83,9.13,13.0,8.17,9.96,6.79,11.34,9.46,11.0,11.87,11.58
5549,N,76.0,3.0,12.0,25.33,24.04,19.67,11.12,20.21,13.96,15.92,17.92,15.37,13.13,16.71
5550,P,76.0,3.0,13.0,19.04,15.09,14.29,8.25,11.25,6.29,12.0,7.83,8.38,7.33,11.42
5551,N,76.0,3.0,14.0,12.87,14.83,12.21,6.5,13.13,9.0,15.37,11.92,13.21,14.04,16.5
5552,N,76.0,3.0,15.0,3.71,8.5,3.17,0.67,4.0,1.33,9.59,6.04,7.87,7.29,10.21
5553,N,76.0,3.0,16.0,8.21,9.54,9.33,3.83,9.21,3.88,10.79,7.41,10.54,8.25,11.63
5554,P,76.0,3.0,17.0,7.5,5.29,9.25,2.62,3.0,0.83,8.04,2.21,4.54,6.08,5.63
5555,P,76.0,3.0,18.0,16.88,16.62,13.46,5.58,13.62,6.38,11.12,11.42,10.67,7.54,12.08
5556,N,76.0,3.0,19.0,13.46,10.96,18.29,8.5,11.79,10.88,14.58,11.42,13.92,13.21,13.04
5557,N,76.0,3.0,20.0,19.29,18.0,22.67,14.92,16.92,14.09,16.88,14.12,19.83,19.67,20.04
5558,P,76.0,3.0,21.0,9.54,10.21,7.58,3.67,8.33,3.88,6.83,6.21,7.75,8.54,9.38
5559,P,76.0,3.0,22.0,12.33,5.37,11.46,5.13,3.83,1.79,5.71,2.5,6.92,4.71,9.83
5560,N,76.0,3.0,23.0,8.83,11.83,7.83,4.83,10.17,6.34,5.96,7.12,11.25,8.54,12.54
5561,N,76.0,3.0,24.0,11.83,12.96,13.13,6.46,11.92,6.46,12.96,10.79,12.87,12.0,15.41
5562,N,76.0,3.0,25.0,18.46,17.75,18.88,8.96,19.83,10.34,15.29,11.54,15.96,10.96,17.58
5563,N,76.0,3.0,26.0,13.92,17.21,13.04,9.0,17.29,10.0,16.58,14.04,15.59,14.21,23.0
5564,N,76.0,3.0,27.0,14.25,14.62,14.54,9.13,20.46,12.17,20.88,17.75,20.83,18.41,23.21
5565,N,76.0,3.0,28.0,17.21,16.13,18.16,9.17,17.04,13.04,18.71,17.5,19.67,19.75,24.41
5566,N,76.0,3.0,29.0,16.17,14.54,13.83,9.92,17.16,11.12,17.0,14.0,16.04,15.67,20.3
5567,N,76.0,3.0,30.0,14.29,12.83,12.21,9.17,16.71,8.5,15.63,13.54,15.12,13.79,17.41
5568,N,76.0,3.0,31.0,14.96,14.21,13.13,9.92,16.71,10.41,17.0,12.67,16.21,16.96,20.54
5569,P,76.0,4.0,1.0,7.58,9.21,7.33,3.96,7.96,3.37,6.87,4.0,7.75,7.58,10.37
5570,N,76.0,4.0,2.0,17.88,12.17,13.08,7.79,10.67,5.41,10.79,7.87,9.17,9.67,16.17
5571,N,76.0,4.0,3.0,14.96,12.17,12.83,6.67,13.13,8.08,12.87,10.96,13.5,14.33,17.79
5572,N,76.0,4.0,4.0,10.67,9.5,8.5,5.46,10.63,5.66,12.21,8.92,12.08,10.58,14.79
5573,N,76.0,4.0,5.0,13.79,8.21,9.42,8.0,13.04,8.46,16.38,14.29,14.62,13.79,16.33
5574,N,76.0,4.0,6.0,20.96,10.37,8.54,7.75,14.37,7.79,14.71,13.42,13.21,14.75,14.33
5575,P,76.0,4.0,7.0,13.21,12.25,15.09,6.79,12.04,5.58,10.63,8.04,9.29,10.58,11.08
5576,P,76.0,4.0,8.0,7.54,3.54,7.87,2.62,4.5,2.04,7.21,4.25,5.79,5.58,8.54
5577,P,76.0,4.0,9.0,5.96,2.17,5.13,2.08,3.79,1.33,6.0,3.33,5.79,5.17,9.79
5578,N,76.0,4.0,10.0,11.5,11.67,11.17,5.33,8.54,7.46,10.34,15.87,13.08,12.87,27.0
5579,P,76.0,4.0,11.0,16.88,14.5,16.71,8.21,10.13,5.88,11.34,7.5,9.79,7.96,13.75
5580,P,76.0,4.0,12.0,12.75,9.46,15.46,6.04,5.88,2.54,8.29,4.17,8.04,6.75,12.79
5581,N,76.0,4.0,13.0,20.91,16.46,14.09,10.04,15.87,12.17,15.0,15.83,15.5,15.25,22.54
5582,N,76.0,4.0,14.0,27.84,21.37,20.38,13.79,17.79,12.92,17.67,15.5,15.79,17.58,20.46
5583,P,76.0,4.0,15.0,14.71,10.13,15.96,6.29,8.38,4.83,8.79,4.96,8.63,8.08,9.5
5584,N,76.0,4.0,16.0,6.5,2.67,4.79,1.5,5.5,0.58,6.46,2.54,5.91,4.17,11.17
5585,N,76.0,4.0,17.0,4.92,3.96,5.13,1.54,5.46,3.33,9.42,4.96,8.5,6.83,12.79
5586,P,76.0,4.0,18.0,4.33,0.54,5.75,0.63,2.5,0.21,5.63,1.46,2.13,1.42,7.96
5587,P,76.0,4.0,19.0,11.29,8.42,11.54,1.46,4.46,1.38,5.88,5.29,7.58,5.71,6.34
5588,P,76.0,4.0,20.0,13.88,10.67,10.63,3.29,6.13,4.21,8.0,6.75,9.21,7.92,9.13
5589,P,76.0,4.0,21.0,17.71,11.0,13.37,5.83,9.25,9.59,8.83,11.21,11.04,8.42,11.96
5590,P,76.0,4.0,22.0,16.04,12.25,16.42,6.83,10.41,10.17,14.79,10.21,11.42,8.38,11.5
5591,P,76.0,4.0,23.0,10.29,7.25,14.37,4.12,6.25,3.67,9.96,6.21,6.38,4.63,9.83
5592,P,76.0,4.0,24.0,5.88,3.33,14.96,4.38,4.42,3.33,9.87,3.63,6.25,3.67,8.75
5593,P,76.0,4.0,25.0,8.96,3.67,17.71,4.71,4.79,5.0,11.25,5.75,8.38,7.54,11.54
5594,P,76.0,4.0,26.0,11.38,5.21,17.25,5.13,5.91,6.0,8.25,5.54,8.33,6.25,11.75
5595,P,76.0,4.0,27.0,12.21,6.34,14.79,5.88,7.04,5.21,9.59,5.04,7.33,4.75,7.29
5596,P,76.0,4.0,28.0,9.92,7.29,11.34,2.71,5.75,3.08,7.29,4.21,5.96,3.79,6.87
5597,P,76.0,4.0,29.0,6.04,3.79,5.75,1.87,3.46,0.29,3.54,1.42,1.25,3.17,7.58
5598,P,76.0,4.0,30.0,9.29,5.17,5.04,1.0,3.08,0.58,5.54,3.25,4.46,3.17,13.33
5599,N,76.0,5.0,1.0,16.66,13.46,13.04,7.17,13.13,8.46,11.96,11.17,10.71,10.54,18.29
5600,N,76.0,5.0,2.0,14.79,12.08,13.54,6.87,12.71,8.33,12.38,9.42,11.75,7.96,17.12
5601,N,76.0,5.0,3.0,17.83,13.75,11.75,10.08,16.46,9.96,14.96,10.96,13.88,13.25,17.92
5602,P,76.0,5.0,4.0,7.41,2.25,8.54,2.79,3.29,1.83,7.08,3.63,4.46,4.38,9.33
5603,P,76.0,5.0,5.0,8.96,7.41,6.54,2.46,4.12,2.75,5.54,4.0,6.08,3.88,13.29
5604,P,76.0,5.0,6.0,5.66,3.5,12.46,1.54,2.25,1.92,5.66,3.5,7.92,6.75,10.17
5605,P,76.0,5.0,7.0,8.29,9.54,6.17,2.67,5.71,4.29,5.33,6.54,6.79,6.0,13.83
5606,N,76.0,5.0,8.0,9.46,7.92,7.67,2.75,5.54,3.37,7.25,9.04,6.58,7.21,19.75
5607,P,76.0,5.0,9.0,9.96,8.25,6.79,3.96,5.46,3.88,4.33,6.29,6.5,5.63,11.17
5608,N,76.0,5.0,10.0,12.33,11.34,10.21,6.38,10.71,6.29,11.25,8.0,9.46,8.58,16.17
5609,P,76.0,5.0,11.0,16.04,13.75,12.83,8.17,14.92,9.62,14.17,11.58,14.09,11.42,18.91
5610,N,76.0,5.0,12.0,25.17,15.63,15.67,12.67,19.41,13.04,16.29,13.37,14.96,14.04,19.41
5611,P,76.0,5.0,13.0,11.58,9.29,11.04,5.33,6.34,6.17,8.96,9.21,10.46,9.21,15.63
5612,N,76.0,5.0,14.0,21.0,16.54,17.83,11.0,13.92,11.12,13.37,11.29,15.63,16.29,23.33
5613,P,76.0,5.0,15.0,18.41,14.37,18.84,8.96,14.04,8.75,13.25,8.08,13.75,12.38,13.92
5614,N,76.0,5.0,16.0,23.63,21.34,20.79,11.83,15.96,11.96,16.5,15.79,16.75,18.46,23.21
5615,P,76.0,5.0,17.0,19.17,11.5,20.08,10.79,9.25,4.83,13.88,8.5,10.79,8.71,12.21
5616,P,76.0,5.0,18.0,7.62,6.21,8.46,3.25,4.29,2.29,7.04,4.0,6.0,4.25,7.04
5617,P,76.0,5.0,19.0,12.21,11.83,7.67,3.63,7.58,3.08,7.08,2.62,5.09,3.54,6.13
5618,P,76.0,5.0,20.0,14.17,8.63,8.25,6.79,10.71,6.25,8.38,6.17,8.42,7.04,12.54
5619,N,76.0,5.0,21.0,15.37,15.16,12.17,5.88,10.37,7.62,9.83,9.13,11.21,11.21,18.41
5620,N,76.0,5.0,22.0,13.62,14.21,13.0,7.58,10.17,8.96,10.54,9.08,13.21,9.25,18.71
5621,N,76.0,5.0,23.0,14.17,16.38,11.79,8.5,14.04,10.5,9.5,11.83,15.54,11.0,19.0
5622,N,76.0,5.0,24.0,15.5,15.21,12.83,7.71,15.46,9.42,11.08,11.63,15.34,12.12,21.54
5623,N,76.0,5.0,25.0,13.46,10.71,7.87,6.34,11.54,7.41,10.0,9.21,10.46,9.83,17.12
5624,P,76.0,5.0,26.0,7.38,7.08,5.88,1.92,2.17,0.83,7.12,2.37,5.0,3.88,9.67
5625,P,76.0,5.0,27.0,6.79,11.54,8.0,2.5,5.83,2.42,3.29,2.58,4.75,2.67,13.33
5626,P,76.0,5.0,28.0,9.13,8.67,5.13,2.62,9.33,3.5,4.63,5.0,8.04,6.04,10.21
5627,P,76.0,5.0,29.0,11.83,10.0,10.25,2.79,7.0,3.83,3.33,6.42,6.29,4.58,12.29
5628,P,76.0,5.0,30.0,15.92,13.42,14.09,6.63,13.0,6.54,8.29,10.13,11.79,7.54,17.54
5629,P,76.0,5.0,31.0,9.96,11.42,10.41,3.29,9.75,5.09,6.29,6.75,9.25,5.88,11.5
5630,P,76.0,6.0,1.0,13.04,8.83,10.79,7.21,10.83,6.96,12.92,8.25,9.96,10.92,11.34
5631,P,76.0,6.0,2.0,5.37,3.25,6.54,2.04,2.13,0.04,4.29,1.5,3.83,2.5,6.34
5632,P,76.0,6.0,3.0,5.58,5.04,6.13,1.13,1.54,0.71,3.04,1.42,2.88,1.71,7.0
5633,P,76.0,6.0,4.0,8.04,10.21,10.29,3.42,4.12,4.0,5.75,8.0,6.79,5.63,14.88
5634,N,76.0,6.0,5.0,8.71,10.37,13.08,3.21,4.17,4.88,6.5,10.5,9.33,8.5,16.58
5635,P,76.0,6.0,6.0,6.96,10.88,11.46,4.04,4.96,5.21,7.87,9.79,8.83,8.21,17.79
5636,P,76.0,6.0,7.0,11.29,13.37,6.83,3.83,10.21,6.67,5.54,5.13,8.38,5.75,11.34
5637,P,76.0,6.0,8.0,12.83,13.54,12.83,7.08,9.29,9.33,7.75,9.13,10.54,9.13,13.54
5638,N,76.0,6.0,9.0,14.17,13.92,14.21,7.71,13.62,9.59,10.83,10.25,12.42,10.17,17.88
5639,N,76.0,6.0,10.0,12.33,14.21,12.87,7.33,12.33,9.75,10.83,10.46,11.42,9.62,19.08
5640,N,76.0,6.0,11.0,19.04,16.79,16.38,9.38,11.79,11.5,10.63,13.25,14.04,12.5,20.67
5641,N,76.0,6.0,12.0,11.25,9.75,13.96,5.0,10.21,7.33,13.13,11.75,11.17,10.13,19.62
5642,N,76.0,6.0,13.0,12.21,11.54,13.08,6.46,9.13,8.12,10.79,12.46,10.37,11.04,20.33
5643,N,76.0,6.0,14.0,7.75,7.17,10.71,4.0,6.04,6.0,11.92,5.91,10.13,6.58,16.21
5644,P,76.0,6.0,15.0,7.79,7.46,10.21,1.25,3.04,2.83,9.79,7.58,7.71,5.29,13.75
5645,P,76.0,6.0,16.0,8.75,7.12,8.87,3.83,4.04,4.42,3.37,4.38,5.91,3.21,9.13
5646,P,76.0,6.0,17.0,12.79,7.75,8.25,4.04,5.5,4.46,7.0,5.71,7.75,5.37,13.37
5647,N,76.0,6.0,18.0,14.09,9.62,11.79,6.21,10.75,8.63,11.67,9.21,10.37,10.5,15.34
5648,N,76.0,6.0,19.0,2.92,2.5,5.29,3.67,5.21,5.09,11.08,6.17,9.33,6.63,14.46
5649,P,76.0,6.0,20.0,7.83,6.92,8.42,4.08,4.75,4.17,9.96,4.58,7.75,6.5,9.04
5650,P,76.0,6.0,21.0,10.79,11.96,11.04,5.33,8.21,8.17,7.12,7.0,10.37,8.0,12.75
5651,P,76.0,6.0,22.0,13.88,14.21,11.0,8.67,12.83,9.83,8.96,7.33,12.83,10.83,10.04
5652,P,76.0,6.0,23.0,10.41,12.33,11.04,6.46,9.67,8.29,10.04,9.38,11.04,10.17,18.75
5653,P,76.0,6.0,24.0,10.54,13.25,11.46,7.12,10.71,9.46,10.37,10.96,12.58,8.79,20.46
5654,P,76.0,6.0,25.0,6.0,11.04,5.46,3.46,8.46,6.17,7.0,5.33,7.12,5.21,7.79
5655,P,76.0,6.0,26.0,7.29,6.04,9.17,2.62,6.17,5.09,7.41,7.46,8.0,6.67,15.16
5656,N,76.0,6.0,27.0,4.46,3.83,4.92,1.96,3.21,2.67,3.42,7.08,5.37,4.88,16.5
5657,P,76.0,6.0,28.0,4.33,1.92,5.46,2.08,2.21,1.54,5.58,2.5,3.21,3.04,8.63
5658,P,76.0,6.0,29.0,5.29,1.0,6.38,1.75,1.63,0.54,5.58,2.25,4.21,2.92,9.5
5659,P,76.0,6.0,30.0,8.96,1.38,11.04,3.21,4.25,3.21,6.04,3.67,6.87,4.12,8.25
5660,P,76.0,7.0,1.0,8.5,1.75,6.58,2.13,2.75,2.21,5.37,2.04,5.88,4.5,4.96
5661,P,76.0,7.0,2.0,9.5,4.21,5.71,2.67,3.0,1.92,4.67,3.5,5.29,3.37,5.96
5662,P,76.0,7.0,3.0,5.66,6.0,5.71,2.37,2.21,1.54,4.88,3.0,5.41,2.96,7.5
5663,P,76.0,7.0,4.0,4.96,5.96,4.75,3.79,5.04,3.21,4.08,2.46,6.79,4.08,7.21
5664,P,76.0,7.0,5.0,8.12,7.21,5.21,3.17,6.17,2.67,1.54,4.17,4.83,1.67,7.87
5665,P,76.0,7.0,6.0,5.91,3.79,8.71,3.0,1.58,1.29,4.12,2.96,5.21,2.37,8.08
5666,P,76.0,7.0,7.0,3.04,2.0,5.58,1.67,1.29,0.29,5.5,0.92,5.58,2.88,4.12
5667,P,76.0,7.0,8.0,9.04,8.75,6.54,4.67,7.5,5.09,4.29,3.42,6.21,4.67,5.37
5668,P,76.0,7.0,9.0,14.58,14.12,13.08,6.29,14.21,7.96,10.34,10.46,11.42,8.58,17.33
5669,N,76.0,7.0,10.0,18.08,16.17,12.46,9.67,15.67,11.67,9.13,9.59,13.67,11.75,21.21
5670,N,76.0,7.0,11.0,11.92,9.29,9.21,6.83,11.0,8.46,9.33,5.54,10.41,9.08,10.37
5671,P,76.0,7.0,12.0,8.17,9.25,7.46,6.34,8.29,5.83,5.75,6.75,8.71,6.5,10.83
5672,P,76.0,7.0,13.0,15.75,15.12,12.54,7.08,15.71,9.46,9.04,7.0,10.83,8.58,9.29
5673,P,76.0,7.0,14.0,11.46,11.17,10.88,6.42,10.41,7.87,10.34,7.58,9.96,8.87,16.58
5674,P,76.0,7.0,15.0,12.62,9.67,13.5,6.67,11.21,8.17,10.08,6.79,11.58,8.67,11.71
5675,P,76.0,7.0,16.0,7.17,7.79,7.46,2.37,9.87,4.58,6.54,6.83,7.5,5.13,14.58
5676,P,76.0,7.0,17.0,8.33,9.29,8.25,2.92,7.46,4.21,5.79,5.58,7.87,4.63,12.33
5677,P,76.0,7.0,18.0,14.92,13.13,13.88,8.25,13.13,9.42,10.25,10.54,12.21,13.5,16.38
5678,N,76.0,7.0,19.0,9.87,7.41,8.92,5.04,9.67,5.83,9.96,5.91,8.5,8.46,10.5
5679,N,76.0,7.0,20.0,11.71,8.33,8.54,5.75,9.04,6.08,8.83,5.21,8.83,8.63,10.17
5680,P,76.0,7.0,21.0,9.13,6.29,7.96,3.92,6.67,4.12,7.92,3.67,7.29,6.42,8.42
5681,P,76.0,7.0,22.0,6.42,4.21,5.75,2.21,3.37,2.54,5.63,2.75,5.29,3.83,8.17
5682,P,76.0,7.0,23.0,8.46,6.46,7.25,4.42,5.96,3.79,8.96,3.79,7.04,6.13,8.08
5683,P,76.0,7.0,24.0,10.08,8.67,7.96,4.17,6.42,4.25,6.58,3.42,7.33,6.17,8.92
5684,P,76.0,7.0,25.0,9.25,9.54,7.0,3.92,4.75,4.5,5.58,3.67,7.17,6.46,10.25
5685,P,76.0,7.0,26.0,6.21,5.41,7.41,4.0,3.71,2.08,5.09,3.08,6.5,6.13,6.67
5686,P,76.0,7.0,27.0,8.87,6.17,7.38,4.04,4.33,2.75,4.92,3.33,7.12,6.58,8.5
5687,P,76.0,7.0,28.0,7.58,6.38,8.25,4.38,7.62,4.42,5.5,6.08,7.08,6.71,10.79
5688,N,76.0,7.0,29.0,10.34,6.04,5.96,4.88,7.5,4.38,9.25,6.63,8.08,7.71,11.17
5689,N,76.0,7.0,30.0,13.04,9.54,8.12,6.25,10.96,6.83,9.87,6.63,9.42,8.25,13.7
5690,P,76.0,7.0,31.0,11.63,8.29,8.29,4.29,8.38,5.33,7.71,5.91,7.17,7.96,11.17
5691,N,76.0,8.0,1.0,13.0,8.38,8.63,5.83,12.92,8.25,13.0,9.42,10.58,11.34,14.21
5692,N,76.0,8.0,2.0,8.83,7.21,7.83,4.92,9.75,6.96,10.58,7.29,9.29,9.59,11.71
5693,P,76.0,8.0,3.0,5.54,5.0,5.79,4.79,5.13,3.58,5.91,2.71,6.79,6.29,7.38
5694,P,76.0,8.0,4.0,7.33,3.04,5.58,3.29,3.54,3.63,6.75,3.88,5.0,5.25,8.79
5695,P,76.0,8.0,5.0,4.71,2.13,5.83,2.54,4.38,2.75,4.92,3.37,4.92,3.04,9.96
5696,P,76.0,8.0,6.0,6.04,3.88,5.41,2.21,3.92,2.92,3.46,2.0,4.38,2.29,8.42
5697,P,76.0,8.0,7.0,6.75,3.79,6.17,2.33,3.5,2.54,3.08,1.0,4.54,4.25,4.63
5698,P,76.0,8.0,8.0,4.33,1.17,8.83,2.25,3.25,1.5,1.67,1.17,1.54,1.17,4.54
5699,P,76.0,8.0,9.0,5.04,2.71,7.04,2.04,4.08,1.38,1.67,0.63,2.42,0.96,3.04
5700,P,76.0,8.0,10.0,5.5,2.71,4.46,1.42,2.58,1.75,2.67,2.62,3.42,3.58,8.96
5701,P,76.0,8.0,11.0,6.25,6.96,6.21,3.04,5.83,3.96,4.71,5.37,4.38,4.83,14.0
5702,P,76.0,8.0,12.0,6.63,6.25,5.83,3.04,4.29,3.42,1.46,2.62,4.21,3.17,5.91
5703,P,76.0,8.0,13.0,8.25,3.29,9.08,1.92,3.5,1.5,2.42,0.87,3.96,1.71,4.54
5704,P,76.0,8.0,14.0,7.29,2.67,14.5,1.96,3.13,2.54,3.79,2.42,7.33,4.58,6.38
5705,P,76.0,8.0,15.0,4.21,1.46,8.54,1.13,0.92,1.75,3.42,1.46,3.46,4.21,1.87
5706,P,76.0,8.0,16.0,5.46,3.75,5.96,1.38,2.75,2.42,1.87,0.67,2.79,1.25,3.08
5707,P,76.0,8.0,17.0,7.17,6.21,6.21,2.0,4.92,3.17,2.0,3.0,4.96,1.96,4.63
5708,P,76.0,8.0,18.0,4.67,4.96,9.62,1.33,4.12,4.04,4.38,3.08,7.62,4.25,4.5
5709,P,76.0,8.0,19.0,7.17,4.5,9.71,2.0,3.21,2.58,3.0,4.12,8.38,5.96,7.12
5710,P,76.0,8.0,20.0,9.83,10.41,11.08,2.0,2.83,2.79,4.04,3.54,6.83,4.58,5.88
5711,P,76.0,8.0,21.0,11.42,12.12,9.92,2.96,4.54,5.33,6.87,4.58,7.12,5.63,7.29
5712,P,76.0,8.0,22.0,15.34,10.92,9.59,4.75,6.83,8.04,7.08,6.92,10.21,7.92,8.33
5713,P,76.0,8.0,23.0,9.75,6.58,6.79,3.37,2.5,5.09,5.79,4.92,9.59,5.75,5.25
5714,P,76.0,8.0,24.0,5.96,4.42,7.04,4.29,4.88,5.54,6.04,3.33,7.21,5.46,4.42
5715,P,76.0,8.0,25.0,4.38,2.54,4.12,0.92,2.13,1.96,4.12,0.79,1.83,0.87,3.5
5716,P,76.0,8.0,26.0,4.17,2.08,14.46,3.58,3.63,2.83,3.88,2.08,3.46,1.0,7.83
5717,P,76.0,8.0,27.0,7.33,4.96,17.41,5.33,5.37,4.88,8.87,2.83,6.58,3.42,9.25
5718,P,76.0,8.0,28.0,9.46,6.83,20.75,5.09,6.17,5.13,13.59,4.83,9.08,7.12,9.17
5719,P,76.0,8.0,29.0,10.17,8.21,15.04,5.41,6.75,5.17,9.67,5.13,7.92,6.13,7.96
5720,P,76.0,8.0,30.0,15.46,10.92,13.88,6.58,8.25,6.92,9.21,4.46,8.83,7.58,9.21
5721,P,76.0,8.0,31.0,9.42,6.29,7.71,3.71,5.96,4.96,8.63,3.13,5.71,4.25,7.71
5722,N,76.0,9.0,1.0,11.87,11.0,7.38,6.87,7.75,8.33,10.34,6.46,10.17,9.29,12.75
5723,N,76.0,9.0,2.0,14.75,13.46,16.17,7.79,7.79,7.67,11.63,6.5,10.13,10.54,12.92
5724,P,76.0,9.0,3.0,9.83,4.79,8.12,4.75,4.29,5.79,10.04,3.71,8.71,5.63,8.83
5725,P,76.0,9.0,4.0,8.92,4.04,5.88,3.79,3.0,5.37,8.08,3.21,7.25,6.04,7.54
5726,P,76.0,9.0,5.0,4.54,4.29,5.17,1.75,1.0,2.33,3.79,1.83,4.12,4.08,5.46
5727,P,76.0,9.0,6.0,3.42,3.0,2.96,1.63,0.87,0.96,4.46,0.87,2.25,2.25,5.96
5728,P,76.0,9.0,7.0,4.75,4.75,3.96,1.29,1.58,2.13,4.38,0.54,0.58,1.13,4.67
5729,N,76.0,9.0,8.0,10.13,9.33,9.46,7.04,9.62,8.75,13.17,10.34,11.04,9.83,18.25
5730,N,76.0,9.0,9.0,24.54,20.0,20.5,15.09,16.08,13.17,21.25,12.96,16.21,17.37,21.54
5731,N,76.0,9.0,10.0,15.12,13.67,10.29,5.17,11.83,8.04,10.54,7.25,9.96,7.38,16.54
5732,N,76.0,9.0,11.0,23.33,22.37,22.67,13.29,17.83,15.04,20.54,14.83,15.37,18.88,25.12
5733,N,76.0,9.0,12.0,17.33,13.17,22.21,8.96,11.25,8.54,12.33,6.04,10.46,10.58,11.46
5734,N,76.0,9.0,13.0,8.71,8.25,5.71,2.13,9.71,5.21,6.71,6.25,8.0,5.13,12.75
5735,N,76.0,9.0,14.0,20.83,17.29,20.62,9.67,14.37,11.21,12.17,11.04,12.33,12.29,19.25
5736,N,76.0,9.0,15.0,12.08,7.5,14.12,6.04,8.08,7.0,6.58,3.63,7.92,7.96,10.34
5737,P,76.0,9.0,16.0,5.66,5.54,5.33,1.63,4.29,1.29,3.08,0.42,2.5,1.79,4.75
5738,P,76.0,9.0,17.0,12.21,10.46,8.71,4.17,11.71,9.04,4.42,5.54,8.04,6.46,9.42
5739,N,76.0,9.0,18.0,7.21,6.92,8.33,4.38,7.21,7.38,5.66,3.92,8.92,5.54,7.67
5740,N,76.0,9.0,19.0,12.83,14.21,13.37,7.0,11.25,10.0,9.75,7.58,12.71,8.25,12.79
5741,N,76.0,9.0,20.0,11.79,14.58,10.17,6.58,14.21,8.75,7.25,8.04,12.25,10.71,15.92
5742,P,76.0,9.0,21.0,6.25,6.38,6.67,1.83,4.17,3.79,3.21,2.17,4.63,3.46,8.71
5743,P,76.0,9.0,22.0,5.21,6.92,2.88,1.13,4.12,2.37,1.63,1.13,3.0,1.13,4.33
5744,N,76.0,9.0,23.0,17.04,16.0,13.88,6.17,15.04,9.62,6.34,10.96,10.71,6.46,11.67
5745,N,76.0,9.0,24.0,13.59,14.04,14.71,7.71,12.12,11.46,15.92,14.79,14.54,11.25,17.5
5746,N,76.0,9.0,25.0,10.92,12.58,5.88,3.67,8.42,6.42,10.13,7.17,10.34,9.92,15.34
5747,N,76.0,9.0,26.0,11.63,11.0,9.42,3.83,7.41,6.38,8.17,5.66,9.62,5.88,7.33
5748,N,76.0,9.0,27.0,11.25,9.5,11.17,4.71,9.38,6.83,7.04,9.08,9.59,4.67,10.88
5749,P,76.0,9.0,28.0,13.08,12.38,11.04,4.83,10.96,8.29,7.71,7.71,10.5,5.0,9.38
5750,P,76.0,9.0,29.0,13.5,9.54,7.83,3.37,10.75,5.88,6.96,9.0,8.92,5.63,11.83
5751,P,76.0,9.0,30.0,8.79,8.5,9.38,3.13,6.75,4.83,5.25,3.83,7.83,3.37,6.71
5752,P,76.0,10.0,1.0,10.96,6.71,10.41,4.63,7.58,5.04,5.04,5.54,6.5,3.92,6.79
5753,P,76.0,10.0,2.0,12.38,7.58,7.5,3.92,6.34,4.04,2.67,3.5,4.79,3.17,7.38
5754,N,76.0,10.0,3.0,12.38,10.63,12.08,6.34,11.21,8.67,8.96,8.75,10.75,9.0,14.37
5755,P,76.0,10.0,4.0,10.21,9.33,5.17,2.96,9.59,6.13,5.41,5.41,6.38,2.5,11.87
5756,N,76.0,10.0,5.0,22.04,20.71,17.46,10.21,18.25,13.62,11.54,16.29,13.62,12.5,21.54
5757,N,76.0,10.0,6.0,21.62,20.67,19.95,12.96,23.09,17.12,19.21,21.5,19.87,21.92,34.83
5758,N,76.0,10.0,7.0,16.33,13.08,12.12,5.75,11.96,8.58,7.71,6.42,7.46,5.88,12.0
5759,P,76.0,10.0,8.0,8.29,6.34,6.29,2.79,5.91,5.29,3.04,4.46,6.04,5.33,8.0
5760,P,76.0,10.0,9.0,5.66,6.21,7.54,1.38,6.58,5.75,1.63,7.92,5.37,6.08,14.67
5761,N,76.0,10.0,10.0,11.12,13.04,10.29,6.04,12.21,10.29,7.41,11.54,10.79,11.42,19.58
5762,P,76.0,10.0,11.0,17.16,14.71,10.67,5.5,11.96,7.92,5.29,9.79,9.38,8.38,13.17
5763,N,76.0,10.0,12.0,8.63,7.41,9.0,6.96,8.58,7.25,8.33,7.0,9.08,9.25,11.96
5764,P,76.0,10.0,13.0,7.92,7.29,5.88,2.5,7.79,4.63,2.25,4.5,5.21,3.13,8.79
5765,N,76.0,10.0,14.0,28.08,16.0,26.83,13.88,15.59,12.08,13.83,9.71,12.0,12.42,12.12
5766,N,76.0,10.0,15.0,15.59,10.41,12.83,10.25,10.96,10.67,14.83,8.42,11.58,13.62,12.79
5767,P,76.0,10.0,16.0,12.92,12.54,10.37,3.63,10.54,7.58,4.88,5.29,5.58,4.88,7.21
