,binaryClass_cat,RollRate_num,PitchRate_num,currPitch_num,currRoll_num,diffRollRate_num
6031,N,0.0002,0.001,0.003,-0.01,0.00015
6032,P,0.004,0.0023,0.005,-0.006,0.0002
6033,P,0.0049,0.0006,0.005,0.009,0.00017
6034,P,0.0023,0.001,0.006,0.028,-0.0001
6035,N,-0.0053,0.0016,0.008,0.026,-0.00032
6036,P,0.0046,-0.0003,0.01,0.011,7e-05
6037,P,0.002,0.0001,0.006,0.028,-8e-05
6038,N,-0.0068,0.0014,0.009,0.015,-0.00013
6039,N,-0.0034,0.0002,0.005,-0.011,0.00013
6040,P,0.0076,0.0033,0.008,0.0,0.00015
6041,P,0.0083,0.0039,0.012,0.012,0.0
6042,N,-0.0077,0.0002,0.016,0.022,-0.00026
6043,P,0.0061,0.0007,0.003,0.013,5e-05
6044,P,0.0031,0.0031,0.01,0.028,-0.00012
6045,N,-0.0069,0.0009,0.015,0.023,-0.00029
6046,N,0.0048,-0.0013,0.013,-0.014,0.00011
6047,P,0.0074,-0.0021,0.007,-0.004,0.00013
6048,N,-0.0073,0.0019,0.016,0.0,-0.00021
6049,P,0.0059,-0.0003,0.003,-0.011,0.00023
6050,P,0.0083,0.0027,0.006,0.012,1e-05
6051,P,0.0043,0.0033,0.013,0.029,-0.00019
6052,N,-0.0082,-0.0009,0.015,0.021,-0.00025
6053,P,0.0046,0.0017,0.002,-0.003,0.0002
6054,P,0.0017,0.0,0.012,0.01,9e-05
6055,N,-0.0043,0.0005,0.01,0.004,-0.0001
6056,N,-0.0008,0.0022,0.009,-0.009,-3e-05
6057,P,0.0047,0.0,0.004,-0.006,0.00022
6058,N,-0.0055,0.0016,0.015,-0.008,-6e-05
6059,P,0.0035,-0.0009,0.006,-0.022,0.00024
6060,P,0.0084,0.0011,0.005,-0.006,0.00014
6061,P,0.0071,0.0023,0.008,0.015,-9e-05
6062,N,-0.0062,0.0006,0.013,0.001,-0.00014
6063,P,0.0045,0.0022,0.008,0.012,-1e-05
6064,N,-0.0039,-0.0037,0.011,0.016,-0.00017
6065,P,0.0029,0.0012,0.012,0.011,2e-05
6066,N,-0.0056,-0.0002,0.013,0.005,-0.00015
6067,N,-0.003,-0.0006,0.008,-0.011,0.00013
6068,P,0.0054,0.0001,0.003,-0.006,0.00017
6069,N,-0.0043,0.0015,0.017,0.008,-6e-05
6070,P,0.005,0.0016,0.001,0.01,5e-05
6071,N,-0.0078,0.0019,0.015,0.002,-0.00015
6072,N,-0.0062,-0.0001,0.013,-0.013,0.00016
6073,P,0.0032,0.0004,0.008,0.009,-3e-05
6074,N,-0.0036,0.0016,0.009,0.007,-6e-05
6075,N,-0.002,-0.0002,0.004,-0.011,1e-05
6076,P,0.0038,0.0022,0.007,-0.009,0.00018
6077,P,0.0034,0.0025,0.014,0.011,-6e-05
6078,N,-0.0053,-0.0001,0.01,0.007,-0.00016
6079,N,-0.0025,0.0005,0.008,-0.011,0.00012
6080,N,-0.0032,-0.0002,0.009,-0.011,-4e-05
6081,N,-0.0023,0.0017,0.015,-0.012,0.0
6082,P,0.0056,0.0002,0.011,-0.007,0.00017
6083,N,-0.0064,-0.0006,0.009,0.005,-0.00043
6084,P,0.0035,0.0023,0.011,-0.017,0.0002
6085,P,0.0057,-0.0003,0.011,-0.005,6e-05
6086,N,-0.0054,0.0029,0.009,0.006,-0.00026
6087,P,0.0053,-0.002,0.003,-0.008,0.00033
6088,P,0.0084,0.0014,0.004,0.002,0.00015
6089,P,0.0053,0.0017,0.012,0.027,-0.00018
6090,N,-0.006,0.001,0.015,0.027,-0.00038
6091,N,-0.0054,0.0038,0.015,0.01,-0.00029
6092,N,-0.0079,0.0017,0.014,0.0,-0.00013
6093,N,-0.0074,0.0009,0.014,-0.011,9e-05
6094,P,0.0069,-0.0008,0.005,-0.014,0.00029
6095,N,-0.0073,0.0012,0.014,-0.004,-0.00019
6096,P,0.0069,0.0034,0.022,-0.006,8e-05
6097,N,-0.0049,0.0021,0.019,0.006,-0.00017
6098,P,-0.0003,0.0027,0.013,-0.009,0.00013
6099,P,0.0051,0.0056,0.011,-0.004,0.00021
6100,P,0.0057,0.0052,0.015,0.01,-4e-05
6101,N,-0.0069,0.0058,0.031,0.004,-0.00016
6102,N,-0.0073,0.0037,0.031,-0.01,3e-05
6103,N,-0.0014,0.0027,0.027,-0.028,0.00023
6104,P,0.0079,0.0029,0.024,-0.018,0.00024
6105,N,-0.005,0.0006,0.018,0.009,-0.00024
6106,N,-0.0037,0.0063,0.023,-0.003,-0.00017
6107,N,-0.0049,0.004,0.023,-0.01,-5e-05
6108,P,0.0085,0.0022,0.015,-0.001,0.00014
6109,P,0.0059,0.0029,0.015,0.017,-0.00017
6110,N,-0.0138,0.0034,0.014,-0.014,-0.00017
6111,P,0.0123,0.0072,0.01,-0.014,-1e-05
6112,N,-0.0071,0.0021,0.012,0.025,-0.00015
6113,P,0.0043,0.0033,0.01,0.005,0.00022
6114,N,-0.0077,0.0018,0.019,0.003,-0.00028
6115,P,0.0077,0.005,0.009,-0.008,0.00013
6116,P,0.0011,0.0057,0.019,0.01,-0.00026
6117,N,-0.0113,0.0043,0.024,-0.007,-0.00036
6118,P,0.0121,0.0018,0.017,-0.019,0.00047
6119,P,0.0135,0.0037,0.018,0.012,-0.00014
6120,P,0.0077,0.0032,0.02,0.031,-0.00037
6121,N,-0.0082,0.0024,0.021,0.03,-0.00043
6122,P,0.0085,0.0009,0.006,-0.007,0.00046
6123,P,0.0116,0.0035,0.007,0.023,-0.00011
6124,P,0.0063,0.0036,0.01,0.045,-0.00029
6125,N,-0.0044,0.004,0.016,0.047,-0.0004
6126,P,0.0049,0.0014,0.01,0.025,0.0002
6127,N,-0.0086,0.0038,0.015,0.024,-0.00031
6128,P,0.0112,0.0032,0.005,0.003,0.0002
6129,P,0.0039,0.0044,0.01,0.029,-0.00044
6130,N,-0.0049,0.0047,0.014,0.028,-0.00058
6131,P,0.0032,0.0015,0.007,0.01,-2e-05
6132,N,-0.0064,0.0021,0.006,0.006,-0.00029
6133,P,0.0087,0.0034,0.007,0.009,0.00017
6134,P,0.0058,0.0039,0.012,0.033,-0.00017
6135,N,-0.0084,0.0033,0.02,0.024,-0.0002
6136,P,0.005,0.0012,0.008,0.012,1e-05
6137,N,-0.0066,0.0038,0.007,0.006,-0.0001
6138,N,-0.0005,0.003,0.002,-0.009,6e-05
6139,P,0.0034,0.0031,0.002,-0.007,0.00031
6140,N,-0.0069,0.005,0.011,-0.009,-0.00026
6141,P,0.0066,0.0033,0.017,-0.024,0.0004
6142,N,0.0068,0.0035,0.021,0.011,-0.00014
6143,N,-0.0069,0.0002,0.009,0.02,-0.00038
6144,N,-0.0009,0.0037,0.0,-0.009,0.0002
6145,P,0.0031,0.0031,0.001,-0.008,0.00029
6146,N,-0.0034,0.0041,0.014,-0.003,-0.00014
6147,P,0.0048,0.0007,0.01,-0.006,0.00018
6148,P,0.0063,0.0009,0.005,0.011,0.00011
6149,N,-0.0117,0.0019,0.006,0.003,-0.00034
6150,P,0.0078,0.0077,-0.001,-0.024,0.00041
6151,N,-0.0036,0.0008,0.017,0.01,-0.00014
6152,P,0.0073,-0.0001,0.007,0.011,0.00029
6153,P,0.0,0.0038,0.011,0.028,-0.00036
6154,N,-0.0091,0.0031,0.013,0.019,-0.00044
6155,N,-0.0133,0.0017,0.012,0.003,-0.00022
6156,N,0.0052,0.0004,-0.001,-0.026,0.00036
6157,P,0.01,0.0031,-0.003,-0.015,0.00027
6158,P,0.0072,0.0097,0.009,0.012,-0.00026
6159,N,-0.0065,0.0028,0.021,0.012,-0.00025
6160,P,0.0073,-0.0007,0.002,-0.004,0.00029
6161,P,0.0068,0.0042,0.003,0.013,-0.00011
6162,N,-0.0061,0.0054,0.011,0.014,-0.00049
6163,N,-0.0104,0.002,0.012,-0.013,0.00012
6164,P,0.0068,0.0036,0.008,-0.025,0.00025
6165,N,-0.0049,-0.0001,0.018,-0.001,-5e-05
6166,N,-0.0041,0.0014,0.016,-0.01,8e-05
6167,P,0.0051,0.0031,0.017,-0.008,0.00014
6168,N,-0.0043,0.0017,0.02,-0.009,-4e-05
6169,N,0.004,0.0026,0.02,-0.013,0.00024
6170,P,0.0075,0.0016,0.019,-0.005,0.00024
6171,P,0.0046,0.0034,0.022,0.013,-0.00021
6172,N,-0.0065,0.0011,0.02,0.01,-0.00033
6173,N,-0.0054,0.0031,0.021,-0.013,0.00021
6174,P,0.0074,0.0012,0.016,-0.008,0.00022
6175,P,0.0059,0.003,0.018,0.01,-0.00013
6176,P,0.0022,-0.0007,0.014,0.01,0.00011
6177,N,-0.0056,0.0026,0.012,0.007,-0.00032
6178,N,-0.0072,0.0035,0.015,-0.013,2e-05
6179,P,0.0094,-0.0005,0.013,-0.003,0.00023
6180,P,0.0051,0.0022,0.013,0.033,-0.00017
6181,N,-0.0066,0.0031,0.018,0.031,-0.00031
6182,P,0.0043,0.0056,0.008,0.011,-2e-05
6183,N,-0.0067,-0.0017,0.027,0.006,-0.00024
6184,P,0.0059,-0.0012,0.016,-0.008,0.00047
6185,N,-0.0035,0.001,0.007,0.005,-2e-05
6186,P,0.0041,0.0035,0.008,0.014,0.0
6187,P,-0.0044,0.002,0.017,0.01,-6e-05
6188,N,-0.0063,0.0006,0.015,0.001,-0.00014
6189,P,0.0063,-0.0002,0.006,-0.004,0.00029
6190,P,0.0075,0.0013,0.005,0.02,-4e-05
6191,P,0.0038,0.0049,0.013,0.035,-0.00016
6192,N,-0.0115,-0.0009,0.024,0.01,-0.00014
6193,P,0.0045,0.0018,0.001,-0.002,3e-05
6194,P,0.0038,-0.0016,0.007,0.009,0.0002
6195,P,0.004,-0.0003,0.004,0.016,-8e-05
6196,N,0.0001,0.0014,0.017,-0.009,6e-05
6197,P,0.0053,0.0001,0.013,-0.005,0.00037
6198,N,-0.0097,0.0003,0.011,-0.015,-0.0002
6199,P,0.011,0.0007,0.005,-0.004,3e-05
6200,N,-0.008,0.0039,0.014,0.011,-0.00055
6201,N,-0.0122,0.005,0.018,-0.004,-0.00021
6202,P,0.0112,0.002,0.019,-0.017,0.00054
6203,N,0.0038,0.0028,0.022,0.013,-0.00051
6204,P,0.0052,-0.0012,-0.001,0.013,3e-05
6205,P,0.004,0.0023,0.004,0.008,0.00012
6206,P,0.004,0.0039,0.008,0.016,-4e-05
6207,P,0.0064,-0.003,0.006,0.032,0.0002
6208,P,0.0047,-0.0016,0.001,0.042,-0.00027
6209,N,-0.0056,0.0044,0.005,0.042,-0.00037
6210,N,-0.0052,0.0039,0.012,0.008,-0.00012
6211,N,-0.0048,0.0021,0.012,-0.011,3e-05
6212,P,0.0046,0.0023,0.013,-0.014,0.00025
6213,P,0.006,0.0015,0.013,0.017,-4e-05
6214,N,-0.0047,-0.0005,0.011,0.025,-0.00034
6215,N,-0.0041,0.0035,-0.001,0.005,-0.00018
6216,P,0.0075,0.0035,0.018,0.014,0.00013
6217,P,0.0062,0.0008,0.021,0.026,-0.00013
6218,N,-0.0044,-0.0023,0.008,0.032,-0.00025
6219,P,0.0093,0.0012,0.011,0.014,0.00013
6220,P,0.0075,0.0023,0.013,0.03,-0.00017
6221,N,-0.0014,0.0034,0.003,-0.01,6e-05
6222,P,0.0046,0.0044,0.01,-0.007,0.00026
6223,N,-0.0052,-0.0005,0.011,0.006,-0.00028
6224,P,0.0056,0.0023,0.0,-0.005,0.00022
6225,P,0.0053,0.0046,0.01,0.018,-7e-05
6226,N,-0.0056,-0.0009,0.013,0.006,-4e-05
6227,N,-0.0033,0.0036,0.021,-0.011,-5e-05
6228,P,0.0043,0.0005,0.017,-0.012,0.00021
6229,P,0.007,-0.0028,0.013,-0.005,0.0002
6230,P,0.0013,-0.0014,0.003,0.011,-0.00022
6231,N,-0.0073,0.0025,0.001,0.005,-0.00037
6232,N,0.0038,0.0013,0.014,-0.011,1e-05
6233,P,0.0064,-0.0003,0.011,-0.004,0.00024
6234,P,0.0031,0.0003,0.008,0.01,-0.00018
6235,N,-0.0073,0.0026,0.009,0.006,-0.00049
6236,P,0.0083,0.0022,0.007,-0.002,0.00039
6237,N,-0.0068,0.0007,0.014,0.024,-0.00034
6238,P,0.0051,0.0003,0.007,0.008,0.00025
6239,P,-0.0065,0.0021,0.014,0.008,-0.00016
6240,N,-0.0099,0.0017,0.014,-0.003,-0.00024
6241,N,-0.0022,0.0039,0.003,-0.01,-6e-05
6242,P,0.0047,0.0008,0.011,-0.007,0.00013
6243,N,-0.0048,0.0037,0.003,-0.01,-3e-05
6244,P,0.0037,-0.0007,0.014,-0.006,8e-05
6245,N,-0.0056,0.0006,0.007,-0.009,-0.00015
6246,P,0.0091,0.0012,0.005,-0.004,0.00019
6247,N,-0.0068,0.0012,0.006,0.016,-0.0004
6248,N,-0.0085,0.0034,0.008,-0.014,6e-05
6249,P,0.0101,-0.0001,0.01,-0.019,0.0004
6250,N,0.0017,0.0004,0.01,0.027,-0.00031
6251,P,-0.0066,0.0032,0.013,0.007,-0.00025
6252,P,0.0101,0.0035,-0.005,-0.024,0.0004
6253,P,0.0101,0.0078,0.006,0.017,-0.00014
6254,N,-0.0082,0.0002,0.014,0.023,-0.00047
6255,P,0.0063,-0.0015,0.013,-0.025,0.00015
6256,N,-0.0014,0.0005,0.026,-0.009,0.0
6257,P,0.0029,-0.0064,0.018,-0.008,0.0001
6258,N,-0.0041,0.0017,0.016,-0.009,-9e-05
6259,P,-0.0024,0.0019,0.02,-0.021,9e-05
6260,N,-0.0022,0.0027,0.026,-0.028,0.0
6261,P,0.0059,-0.0023,0.018,-0.022,0.00017
6262,P,0.0048,0.0006,0.014,0.011,-8e-05
6263,N,-0.0034,-0.0015,0.015,0.014,-0.0002
6264,N,-0.0035,0.0014,0.018,-0.011,-5e-05
6265,P,0.007,-0.0002,0.016,0.003,7e-05
6266,P,0.0043,0.0016,0.019,0.016,-0.00025
6267,N,-0.0034,0.0006,0.01,-0.01,0.0
6268,P,0.0057,0.0004,0.013,-0.007,9e-05
6269,N,-0.0051,-0.0009,0.012,0.006,-2e-05
6270,P,0.004,-0.0002,0.012,0.01,1e-05
6271,N,-0.0033,-0.0002,0.011,0.014,-0.00011
6272,P,0.0004,-0.0008,0.011,0.011,-1e-05
6273,P,-0.0034,0.0,0.012,0.008,-0.0002
6274,N,-0.0064,0.0011,0.012,-0.001,-7e-05
6275,N,-0.0052,0.0009,0.013,-0.011,8e-05
6276,P,0.0046,0.0018,0.006,-0.007,1e-05
6277,P,-0.001,-0.0017,0.01,-0.009,6e-05
6278,N,-0.0014,-0.0004,0.009,-0.01,-6e-05
6279,N,-0.0062,0.0004,0.013,-0.011,-0.00019
6280,N,-0.0035,0.0,0.011,-0.032,0.00014
6281,P,0.0069,0.0013,0.01,-0.021,0.00011
6282,N,-0.0065,-0.0011,0.01,-0.014,-7e-05
6283,N,-0.0045,0.0051,0.011,-0.026,-0.00018
6284,P,0.007,0.0012,0.009,-0.025,0.00015
6285,P,0.0021,-0.001,0.007,0.011,0.0
6286,N,-0.0096,0.001,0.009,-0.002,-0.00027
6287,N,-0.0059,0.0001,0.009,-0.031,0.00024
6288,N,-0.0033,-0.0008,0.011,-0.01,-0.00017
6289,P,0.0038,-0.0014,0.007,-0.004,0.00013
6290,N,-0.0043,0.0014,0.012,-0.003,-0.00011
6291,N,-0.0044,-0.0011,0.009,-0.01,2e-05
6292,P,0.0055,0.001,0.008,-0.004,8e-05
6293,P,0.0034,0.0014,0.012,0.011,-0.0001
6294,N,-0.0057,-0.001,0.012,0.006,-0.00016
6295,P,0.0058,-0.0001,0.006,-0.003,0.00016
6296,N,-0.0022,0.0035,0.033,-0.024,6e-05
6297,N,0.0043,0.0025,0.031,-0.016,4e-05
6298,N,0.0054,0.0032,0.034,-0.005,2e-05
6299,P,0.0053,0.0005,0.031,0.011,-4e-05
6300,N,-0.0064,-0.0011,0.025,0.011,-0.00031
6301,P,0.0043,0.0032,0.021,-0.009,0.00016
6302,P,0.0021,0.0039,0.03,0.009,-9e-05
6303,N,-0.0042,0.0011,0.029,0.008,-0.0003
6304,P,0.002,0.0026,0.021,0.01,-4e-05
6305,P,0.0042,0.0005,0.017,0.011,0.00011
6306,P,-0.0039,-0.0002,0.019,0.015,-0.00011
6307,N,-0.0059,0.0008,0.018,0.007,-7e-05
6308,P,0.0059,0.0,0.015,-0.006,0.00025
6309,N,-0.0055,-0.0008,0.02,0.02,-0.00023
6310,N,-0.0042,0.0013,0.015,0.007,-0.00012
6311,N,0.0038,0.0012,0.017,-0.007,0.00013
6312,P,0.004,0.0006,0.013,0.01,0.00015
6313,N,-0.0033,0.0007,0.014,0.015,-0.00013
6314,P,0.0045,0.0008,0.014,0.011,8e-05
6315,N,-0.0033,0.0012,0.027,-0.01,-7e-05
6316,P,0.0052,-0.0017,0.018,-0.009,0.0002
6317,P,0.0042,0.0036,0.015,0.011,-9e-05
6318,N,-0.0052,0.001,0.026,0.006,-0.0001
6319,N,-0.0015,-0.0011,0.026,-0.011,9e-05
6320,P,0.0044,-0.002,0.019,-0.008,0.00021
6321,N,-0.0024,0.0013,0.02,-0.011,-7e-05
6322,P,0.0053,-0.0006,0.015,-0.004,0.0001
6323,N,-0.0051,-0.0011,0.012,0.002,-7e-05
6324,P,0.0054,0.0014,0.021,-0.005,0.00014
6325,P,0.0051,-0.0002,0.02,0.011,-6e-05
6326,N,-0.0033,-0.0013,0.011,0.016,-0.00016
6327,N,-0.0055,0.0005,0.012,0.007,-8e-05
6328,N,-0.0044,0.0012,0.013,-0.012,6e-05
6329,P,0.0053,0.001,0.021,-0.002,8e-05
6330,N,-0.006,-0.0008,0.009,0.01,-0.00016
6331,N,-0.0065,0.0003,0.013,-0.028,0.00011
6332,P,0.0118,-0.0006,0.007,-0.003,0.00012
6333,N,-0.0038,-0.0002,0.012,0.005,-9e-05
6334,N,-0.0006,0.0004,0.009,-0.01,1e-05
6335,P,0.0028,0.003,0.005,-0.005,5e-05
6336,P,0.0037,-0.0006,0.014,0.011,0.0
6337,N,-0.0048,0.0,0.01,0.006,-8e-05
6338,N,-0.002,-0.0006,0.008,-0.01,0.0001
6339,P,0.004,0.0008,0.008,-0.006,0.00013
6340,N,-0.0038,0.0016,0.017,-0.002,-7e-05
6341,N,-0.0024,0.0003,0.017,-0.011,9e-05
6342,P,0.0061,-0.0019,0.008,-0.002,0.00015
6343,P,0.0041,-0.0003,0.006,0.011,-0.00015
6344,N,-0.0044,-0.0009,0.006,0.007,-9e-05
6345,P,0.0041,0.0041,0.012,0.014,4e-05
6346,N,-0.0062,0.0003,0.016,-0.001,-1e-05
6347,N,-0.004,0.0009,0.017,0.008,-0.00017
6348,P,0.0048,-0.0004,0.004,0.01,3e-05
6349,P,0.0036,0.0006,0.005,0.018,-9e-05
6350,N,-0.0054,0.0012,0.01,0.008,-7e-05
6351,N,-0.0039,0.002,0.016,-0.01,8e-05
6352,P,0.0069,-0.0003,0.014,0.0,0.00012
6353,P,0.0066,0.0,0.014,0.011,-8e-05
6354,N,-0.0031,0.0013,0.005,-0.013,4e-05
6355,N,-0.0036,-0.0005,0.014,0.011,-0.00017
6356,P,0.0039,0.0013,0.004,0.011,2e-05
6357,P,0.0023,-0.0001,0.006,0.027,2e-05
6358,P,0.0012,0.001,0.008,0.03,-0.00012
6359,N,-0.0058,0.0013,0.012,0.02,-0.00011
6360,P,0.0051,0.001,0.003,-0.003,0.00013
6361,N,-0.0033,0.0032,0.015,0.006,-0.00014
6362,P,0.0038,0.0008,0.012,-0.007,0.00019
6363,P,0.0062,-0.0009,0.009,0.01,2e-05
6364,P,0.0039,0.0014,0.009,0.031,-9e-05
6365,P,0.0026,-0.0022,0.002,0.027,0.0001
6366,P,0.0021,0.0011,0.004,0.036,-6e-05
6367,P,-0.0054,0.0017,0.021,0.025,-3e-05
6368,N,-0.0065,0.0008,0.021,0.017,-8e-05
6369,P,0.0044,-0.0012,0.005,-0.006,0.00022
6370,P,0.0063,0.0,0.004,0.012,0.0
6371,N,0.0042,0.001,0.006,0.021,-0.00016
6372,P,0.0014,0.0013,0.008,0.027,-0.00012
6373,N,-0.0046,0.0015,0.012,0.022,-0.00017
6374,N,-0.0043,0.0014,0.006,-0.012,0.0
6375,P,0.0054,0.0001,0.01,-0.004,0.0001
6376,N,-0.0029,-0.0004,0.005,-0.011,0.0
6377,P,0.0047,-0.0007,0.004,-0.005,8e-05
6378,P,0.001,0.0022,0.012,0.009,3e-05
6379,N,-0.0042,0.0007,0.014,0.003,-0.0001
6380,N,-0.0024,0.0018,0.01,-0.01,-8e-05
6381,P,0.0048,0.001,0.012,-0.008,0.00018
6382,N,-0.0034,0.0005,0.014,0.018,-0.00011
6383,P,0.0042,0.0002,0.008,-0.003,0.00011
6384,N,-0.0037,0.0001,0.009,0.006,-0.00016
6385,P,0.0039,0.0003,0.007,0.01,2e-05
6386,N,-0.0037,0.0005,0.009,0.006,-1e-05
6387,N,-0.0037,0.0001,0.01,-0.015,-4e-05
6388,P,0.0059,0.0004,0.009,-0.003,6e-05
6389,N,-0.0046,0.0008,0.012,0.01,-0.00012
6390,N,-0.0033,0.0008,0.01,-0.011,-1e-05
6391,P,0.0039,0.0006,0.011,-0.006,4e-05
6392,N,-0.0015,0.0008,0.011,-0.009,-2e-05
6393,P,0.0039,0.0005,0.011,-0.003,7e-05
6394,P,0.0002,0.0008,0.013,0.01,-9e-05
6395,N,-0.0043,-0.0006,0.011,0.006,-0.00026
6396,N,-0.0049,0.0007,0.011,-0.012,5e-05
6397,P,0.0073,0.0015,0.008,0.013,-2e-05
6398,P,0.0054,0.0024,0.012,0.025,-0.00014
6399,N,-0.0058,0.0002,0.014,0.025,-0.00021
6400,P,0.0033,0.0003,0.004,-0.008,0.0002
6401,P,0.0041,0.0008,0.005,0.011,-7e-05
6402,N,-0.0033,0.0018,0.013,0.013,-0.0001
6403,N,-0.0031,0.0,0.011,-0.011,-5e-05
6404,P,0.005,0.0021,0.005,-0.006,2e-05
6405,P,0.0012,0.0,0.01,0.01,-4e-05
6406,N,-0.0054,-0.0013,0.009,0.005,-0.00026
6407,P,0.0052,0.001,0.005,-0.022,0.00032
6408,P,0.005,0.0007,0.013,0.013,-8e-05
6409,N,-0.0065,0.0001,0.011,0.003,-8e-05
6410,N,-0.0051,0.0008,0.011,-0.012,0.0001
6411,N,-0.0047,0.0014,0.005,0.006,-0.00011
6412,N,-0.003,0.0018,0.011,-0.011,8e-05
6413,P,0.0033,0.0008,0.012,-0.007,0.0
6414,N,-0.004,0.0013,0.004,-0.012,-6e-05
6415,P,0.0056,0.0007,0.015,-0.004,6e-05
6416,N,-0.0082,-0.0014,0.007,-0.013,-0.0001
6417,N,-0.0067,0.0003,0.003,-0.034,0.00014
6418,P,0.0041,0.0014,0.005,-0.042,0.0003
6419,P,0.0043,0.0014,0.015,0.011,-0.00017
6420,N,-0.0037,0.0003,0.016,0.011,-0.00018
6421,P,0.0037,-0.0023,0.002,-0.009,0.00018
6422,P,0.0072,0.0024,-0.002,0.013,2e-05
6423,P,0.0043,0.0032,0.005,0.029,-0.00015
6424,N,-0.0015,0.001,0.01,-0.01,7e-05
6425,P,0.0062,0.0007,0.012,0.007,6e-05
6426,N,-0.0123,-0.0002,0.016,-0.003,-0.00017
6427,P,0.0102,-0.0005,0.005,-0.031,0.00026
6428,N,-0.013,0.0011,0.008,-0.002,-0.00038
6429,P,0.006,0.0025,0.009,-0.043,0.00017
6430,N,-0.0027,0.0004,0.017,-0.037,3e-05
6431,P,0.0091,0.0,0.001,-0.007,5e-05
6432,P,0.0038,0.0007,0.001,0.011,-0.00027
6433,N,-0.0065,0.0019,0.005,0.008,-0.00035
6434,P,0.0036,-0.0003,0.002,-0.013,0.00022
6435,P,0.0053,0.0022,0.005,-0.005,5e-05
6436,P,0.0049,0.0031,0.013,0.01,-4e-05
6437,N,-0.0095,0.0014,0.005,-0.006,-0.00013
6438,P,0.0058,0.0018,0.0,-0.027,0.00024
6439,P,0.0084,0.0032,0.007,-0.008,4e-05
6440,N,-0.0033,-0.0001,0.017,0.016,-0.00024
6441,N,-0.0053,0.0003,0.017,0.005,-5e-05
6442,N,-0.0053,-0.0015,0.011,-0.011,3e-05
6443,P,0.0037,0.0012,0.012,-0.005,3e-05
6444,N,-0.0039,0.0004,0.012,-0.008,-6e-05
6445,P,0.0068,-0.0012,0.004,-0.003,0.00014
6446,P,0.0036,0.0022,0.012,0.029,-0.00013
6447,N,-0.0065,0.0011,0.018,0.025,-0.00033
6448,P,0.0054,-0.0034,0.005,-0.011,0.00028
6449,P,0.0089,-0.002,-0.003,0.012,4e-05
6450,P,0.0059,0.0051,0.001,0.037,-0.00015
6451,P,0.0009,0.0044,0.01,0.045,-0.00024
6452,P,-0.0041,0.0046,0.017,0.043,-0.00032
6453,N,-0.0089,-0.0001,0.017,0.033,-0.00033
6454,N,-0.0132,-0.0004,0.015,0.001,-6e-05
6455,N,-0.0058,-0.0006,0.012,-0.03,0.00043
6456,P,0.0081,0.0,0.008,-0.02,0.0001
6457,P,0.0038,0.0001,0.007,0.013,2e-05
6458,N,-0.0085,0.001,0.01,0.005,-0.00031
6459,P,0.0063,0.0003,0.003,-0.024,0.0003
6460,P,0.0087,0.0026,0.007,0.017,-5e-05
6461,N,-0.0078,-0.0001,0.015,0.023,-0.00035
6462,N,-0.0036,-0.001,0.008,-0.013,0.00019
6463,P,0.0034,0.0003,0.006,-0.005,0.0
6464,N,-0.0008,0.0004,0.01,-0.01,3e-05
6465,N,-0.0037,0.0006,0.01,-0.012,-5e-05
6466,P,0.0053,0.0002,0.008,-0.004,7e-05
6467,P,0.0015,0.0006,0.008,0.01,-0.00014
6468,N,-0.0041,0.001,0.009,0.007,-0.00028
6469,P,0.0035,0.0001,0.007,-0.008,0.00013
6470,P,0.0025,-0.0009,0.001,0.011,8e-05
6471,P,0.0015,0.0004,0.005,0.01,0.0
6472,N,-0.0063,0.001,0.009,-0.01,-9e-05
6473,P,0.0077,0.0016,0.015,-0.005,9e-05
6474,N,-0.0051,-0.0004,0.012,0.007,-4e-05
6475,N,-0.0034,0.0007,0.012,0.007,-6e-05
6476,N,-0.0022,-0.0002,0.008,-0.011,0.0
6477,P,0.0042,0.0003,0.007,-0.007,0.00012
6478,P,0.0024,0.0016,0.01,0.011,-2e-05
6479,N,-0.0035,0.0008,0.013,0.007,-6e-05
6480,P,0.0012,-0.0004,0.003,0.01,1e-05
6481,N,-0.0066,0.0012,0.006,0.002,-0.00019
6482,N,-0.0052,0.0009,0.006,-0.012,6e-05
6483,P,0.0054,0.0014,0.007,-0.004,2e-05
6484,P,0.0021,0.0019,0.013,0.011,-0.00011
6485,N,-0.0045,-0.0012,0.018,0.005,-0.00015
6486,P,0.0035,0.0006,0.004,0.015,-3e-05
6487,N,0.0038,-0.0006,0.011,0.007,9e-05
6488,P,-0.0049,-0.0001,0.004,0.011,-6e-05
6489,N,-0.0033,0.0007,0.005,-0.011,9e-05
6490,P,0.0057,0.0004,0.004,-0.005,0.00015
6491,N,-0.0015,0.0041,0.027,-0.01,0.00011
6492,P,0.0056,0.0026,0.026,-0.005,0.00021
6493,P,0.0057,0.0026,0.029,0.018,-0.00012
6494,P,-0.0065,-0.0012,0.012,0.009,-0.00013
6495,N,-0.0058,0.0036,0.003,-0.013,0.00015
6496,N,0.0043,0.0076,0.019,-0.014,9e-05
6497,P,0.0054,0.0048,0.023,-0.007,7e-05
6498,P,0.0056,-0.0008,0.016,0.015,0.00013
6499,P,0.0016,0.0002,0.01,0.027,-0.00021
6500,N,-0.0041,0.0007,0.007,0.025,-0.00033
6501,P,0.0056,0.0041,0.013,0.01,5e-05
6502,N,-0.0071,0.0023,0.018,0.002,-0.00011
6503,P,0.0049,0.0029,0.014,-0.01,0.00028
